#CODEVALUEMODEL=CodeValueIcd9|CODESYSTEMID=2.16.840.1.113883.6.103|CODESYSTEMNAME=ICD9DIAG|CODESYSTEMDISPLAYNAME=ICD9DIAG|VERSION=2013|DESCRIPTION=ICD9DIAG|LANGUAGE=it|AUTHORITYNAME=Insiel Mercato|AUTHORITYDESCRIPTION=Insiel Mercato|AUTHORITYCONTACTINFORMATION=Insiel Mercato|VALIDFROM=23/01/2013 10:03
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|TRANSLATION[it]|CODE EQUIVALENT [T]|CODE EQUIVALENT [S]|VALID FROM|VALID TO
V06.8|V06.8|NECESSITÀ DI VACCINAZIONE E INOCULAZIONI PROFILATTICHE CONTRO ALTRE COMBINAZIONI DI MALATTIE|NECESSITÀ DI VACCINAZIONE E INOCULAZIONI PROFILATTICHE CONTRO ALTRE COMBINAZIONI DI MALATTIE|C|0|NECESSITÀ DI VACCINAZIONE E INOCULAZIONI PROFILATTICHE CONTRO ALTRE COMBINAZIONI DI MALATTIE|||12/12/2013 12:15|
V06.9|V06.9|NECESSITÀ DI VACCINAZIONE PROFILATTICA CON VACCINO MISTO NON SPECIFICATO|NECESSITÀ DI VACCINAZIONE PROFILATTICA CON VACCINO MISTO NON SPECIFICATO|C|0|NECESSITÀ DI VACCINAZIONE PROFILATTICA CON VACCINO MISTO NON SPECIFICATO|||12/12/2013 12:15|
DEPRECATED.V07|V07|MISURE PROFILATTICHE|MISURE PROFILATTICHE|C|0|MISURE PROFILATTICHE|||12/12/2013 12:15|
V07.0|V07.0|NECESSITÀ DI ISOLAMENTO|NECESSITÀ DI ISOLAMENTO|C|0|NECESSITÀ DI ISOLAMENTO|||12/12/2013 12:15|
V07.1|V07.1|NECESSITÀ DI DESENSIBILIZZAZIONE AD ALLERGENI|NECESSITÀ DI DESENSIBILIZZAZIONE AD ALLERGENI|C|0|NECESSITÀ DI DESENSIBILIZZAZIONE AD ALLERGENI|||12/12/2013 12:15|
V07.2|V07.2|NECESSITÀ DI IMMUNOTERAPIA PROFILATTICA|NECESSITÀ DI IMMUNOTERAPIA PROFILATTICA|C|0|NECESSITÀ DI IMMUNOTERAPIA PROFILATTICA|||12/12/2013 12:15|
DEPRECATED.V07.3|V07.3|CHEMIOTERAPIA PROFIL NAS|CHEMIOTERAPIA PROFIL NAS|C|0|CHEMIOTERAPIA PROFIL NAS|||12/12/2013 12:15|
V07.31|V07.31|NECESSITÀ DI SOMMINISTRAZIONE PROFILATTICA DI FLUORURO|NECESSITÀ DI SOMMINISTRAZIONE PROFILATTICA DI FLUORURO|C|0|NECESSITÀ DI SOMMINISTRAZIONE PROFILATTICA DI FLUORURO|||12/12/2013 12:15|
V07.39|V07.39|NECESSITÀ DI ALTRA CHEMIOTERAPIA PROFILATTICA|NECESSITÀ DI ALTRA CHEMIOTERAPIA PROFILATTICA|C|0|NECESSITÀ DI ALTRA CHEMIOTERAPIA PROFILATTICA|||12/12/2013 12:15|
V07.4|V07.4|TERAPIA ORMONALE SOSTITUTIVA (POSTMENOPAUSA)|TERAPIA ORMONALE SOSTITUTIVA (POSTMENOPAUSA)|C|0|TERAPIA ORMONALE SOSTITUTIVA (POSTMENOPAUSA)|||12/12/2013 12:15|
V07.8|V07.8|NECESSITÀ DI ALTRA MISURA PROFILATTICA SPECIFICATA|NECESSITÀ DI ALTRA MISURA PROFILATTICA SPECIFICATA|C|0|NECESSITÀ DI ALTRA MISURA PROFILATTICA SPECIFICATA|||12/12/2013 12:15|
V07.9|V07.9|NECESSITÀ DI MISURA PROFILATTICA NON SPECIFICATA|NECESSITÀ DI MISURA PROFILATTICA NON SPECIFICATA|C|0|NECESSITÀ DI MISURA PROFILATTICA NON SPECIFICATA|||12/12/2013 12:15|
V08|V08|STATO INFETTIVO ASINTOMATICO DA VIRUS DA IMMUNODEFICIENZA UMANA (HIV)|STATO INFETTIVO ASINTOMATICO DA VIRUS DA IMMUNODEFICIENZA UMANA (HIV)|C|0|STATO INFETTIVO ASINTOMATICO DA VIRUS DA IMMUNODEFICIENZA UMANA (HIV)|||12/12/2013 12:15|
V09.0|V09.0|INFEZIONE DA MICRORGANISMI RESISTENTI ALLA PENICILLINA|INFEZIONE DA MICRORGANISMI RESISTENTI ALLA PENICILLINA|C|0|INFEZIONE DA MICRORGANISMI RESISTENTI ALLA PENICILLINA|||12/12/2013 12:15|
V09.1|V09.1|INFEZIONE DA MICRORGANISMI RESISTENTI ALLE CEFALOSPORINE E AD ALTRI ANTIBIOTICI|INFEZIONE DA MICRORGANISMI RESISTENTI ALLE CEFALOSPORINE E AD ALTRI ANTIBIOTICI|C|0|INFEZIONE DA MICRORGANISMI RESISTENTI ALLE CEFALOSPORINE E AD ALTRI ANTIBIOTICI|||12/12/2013 12:15|
V09.2|V09.2|INFEZIONE DA MICRORGANISMI RESISTENTI AI MACROLIDI|INFEZIONE DA MICRORGANISMI RESISTENTI AI MACROLIDI|C|0|INFEZIONE DA MICRORGANISMI RESISTENTI AI MACROLIDI|||12/12/2013 12:15|
V09.3|V09.3|INFEZIONE DA MICRORGANISMI RESISTENTI ALLE TETRACICLINE|INFEZIONE DA MICRORGANISMI RESISTENTI ALLE TETRACICLINE|C|0|INFEZIONE DA MICRORGANISMI RESISTENTI ALLE TETRACICLINE|||12/12/2013 12:15|
V09.4|V09.4|INFEZIONE DA MICRORGANISMI RESISTENTI AGLI AMINOGLICOSIDI|INFEZIONE DA MICRORGANISMI RESISTENTI AGLI AMINOGLICOSIDI|C|0|INFEZIONE DA MICRORGANISMI RESISTENTI AGLI AMINOGLICOSIDI|||12/12/2013 12:15|
V09.50|V09.50|SENZA MENZIONE DI RESISTENZA A CHINOLONI E FLUOROCHINOLONI MULTIPLI|SENZA MENZIONE DI RESISTENZA A CHINOLONI E FLUOROCHINOLONI MULTIPLI|C|0|SENZA MENZIONE DI RESISTENZA A CHINOLONI E FLUOROCHINOLONI MULTIPLI|||12/12/2013 12:15|
V09.51|V09.51|CON RESISTENZA A CHINOLONI E FLUOROCHINOLONI MULTIPLI|CON RESISTENZA A CHINOLONI E FLUOROCHINOLONI MULTIPLI|C|0|CON RESISTENZA A CHINOLONI E FLUOROCHINOLONI MULTIPLI|||12/12/2013 12:15|
V09.6|V09.6|INFEZIONE DA MICROORGANISMI RESISTENTI A SULFAMIDICI|INFEZIONE DA MICROORGANISMI RESISTENTI A SULFAMIDICI|C|0|INFEZIONE DA MICROORGANISMI RESISTENTI A SULFAMIDICI|||12/12/2013 12:15|
V09.70|V09.70|INFEZIONE DA MICROORGANISMI RESISTENTI AD ALTRI AGENTI ANTIMICOBATTERICI SPECIFICI SENZA MENZIONE DI RESISTENZA AD AGENTI ANTIMICOBATTERICI MULTIPLI|INFEZIONE DA MICROORGANISMI RESISTENTI AD ALTRI AGENTI ANTIMICOBATTERICI SPECIFICI SENZA MENZIONE DI RESISTENZA AD AGENTI ANTIMICOBATTERICI MULTIPLI|C|0|INFEZIONE DA MICROORGANISMI RESISTENTI AD ALTRI AGENTI ANTIMICOBATTERICI SPECIFICI SENZA MENZIONE DI RESISTENZA AD AGENTI ANTIMICOBATTERICI MULTIPLI|||12/12/2013 12:15|
V09.71|V09.71|INFEZIONE DA MICROORGANISMI RESISTENTI AD ALTRI AGENTI ANTIMICOBATTERICI SPECIFICI CON RESISTENZA AD AGENTI ANTIMICOBATTERICI MULTIPLI|INFEZIONE DA MICROORGANISMI RESISTENTI AD ALTRI AGENTI ANTIMICOBATTERICI SPECIFICI CON RESISTENZA AD AGENTI ANTIMICOBATTERICI MULTIPLI|C|0|INFEZIONE DA MICROORGANISMI RESISTENTI AD ALTRI AGENTI ANTIMICOBATTERICI SPECIFICI CON RESISTENZA AD AGENTI ANTIMICOBATTERICI MULTIPLI|||12/12/2013 12:15|
V09.80|V09.80|INFEZIONE DA MICROORGANISMI RESISTENTI AD ALTRI FARMACI SPECIFICATI SENZA MENZIONE DI RESISTENZA A FARMACI MULTIPLI|INFEZIONE DA MICROORGANISMI RESISTENTI AD ALTRI FARMACI SPECIFICATI SENZA MENZIONE DI RESISTENZA A FARMACI MULTIPLI|C|0|INFEZIONE DA MICROORGANISMI RESISTENTI AD ALTRI FARMACI SPECIFICATI SENZA MENZIONE DI RESISTENZA A FARMACI MULTIPLI|||12/12/2013 12:15|
V09.81|V09.81|INFEZIONE DA MICROORGANISMI RESISTENTI AD ALTRI FARMACI SPECIFICATI CON RESISTENZA A FARMACI MULTIPLI|INFEZIONE DA MICROORGANISMI RESISTENTI AD ALTRI FARMACI SPECIFICATI CON RESISTENZA A FARMACI MULTIPLI|C|0|INFEZIONE DA MICROORGANISMI RESISTENTI AD ALTRI FARMACI SPECIFICATI CON RESISTENZA A FARMACI MULTIPLI|||12/12/2013 12:15|
V09.90|V09.90|INFEZIONE DA MICROORGANISMI RESISTENTI AI FARMACI,NON SPECIFICATA,SENZA MENZIONE DI RESISTENZA A FARMACI MULTIPLI|INFEZIONE DA MICROORGANISMI RESISTENTI AI FARMACI,NON SPECIFICATA,SENZA MENZIONE DI RESISTENZA A FARMACI MULTIPLI|C|0|INFEZIONE DA MICROORGANISMI RESISTENTI AI FARMACI,NON SPECIFICATA,SENZA MENZIONE DI RESISTENZA A FARMACI MULTIPLI|||12/12/2013 12:15|
V09.91|V09.91|INFEZIONE DA MICROORGANISMI RESISTENTI AI FARMACI,NON SPECIFICATA,CON RESISTENZA A FARMACI MULTIPLI|INFEZIONE DA MICROORGANISMI RESISTENTI AI FARMACI,NON SPECIFICATA,CON RESISTENZA A FARMACI MULTIPLI|C|0|INFEZIONE DA MICROORGANISMI RESISTENTI AI FARMACI,NON SPECIFICATA,CON RESISTENZA A FARMACI MULTIPLI|||12/12/2013 12:15|
DEPRECATED.V10|V10|ANAM DI TUMORE MALIGNO|ANAM DI TUMORE MALIGNO|C|0|ANAM DI TUMORE MALIGNO|||12/12/2013 12:15|
DEPRECATED.V10.0|V10.0|ANAM DI TUMORI AP DIG|ANAM DI TUMORI AP DIG|C|0|ANAM DI TUMORI AP DIG|||12/12/2013 12:15|
V10.00|V10.00|ANAMNESI PERSONALE DI TUMORE MALIGNO DI SEDE NON SPECIFICATA DEL TRATTO GASTROINTESTINALE|ANAMNESI PERSONALE DI TUMORE MALIGNO DI SEDE NON SPECIFICATA DEL TRATTO GASTROINTESTINALE|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DI SEDE NON SPECIFICATA DEL TRATTO GASTROINTESTINALE|||12/12/2013 12:15|
V10.01|V10.01|ANAMNESI PERSONALE DI TUMORE MALIGNO DELLA LINGUA|ANAMNESI PERSONALE DI TUMORE MALIGNO DELLA LINGUA|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DELLA LINGUA|||12/12/2013 12:15|
V10.02|V10.02|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ALTRE E NON SPECIFICATE SEDI DELLA CAVITÀ ORALE E DELLA FARINGE|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ALTRE E NON SPECIFICATE SEDI DELLA CAVITÀ ORALE E DELLA FARINGE|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ALTRE E NON SPECIFICATE SEDI DELLA CAVITÀ ORALE E DELLA FARINGE|||12/12/2013 12:15|
V10.03|V10.03|ANAMNESI PERSONALE DI TUMORE MALIGNO DELL'ESOFAGO|ANAMNESI PERSONALE DI TUMORE MALIGNO DELL'ESOFAGO|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DELL'ESOFAGO|||12/12/2013 12:15|
V10.04|V10.04|ANAMNESI PERSONALE DI TUMORE MALIGNO DELLO STOMACO|ANAMNESI PERSONALE DI TUMORE MALIGNO DELLO STOMACO|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DELLO STOMACO|||12/12/2013 12:15|
V10.05|V10.05|ANAMNESI PERSONALE DI TUMORE MALIGNO DELL'INTESTINO CRASSO|ANAMNESI PERSONALE DI TUMORE MALIGNO DELL'INTESTINO CRASSO|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DELL'INTESTINO CRASSO|||12/12/2013 12:15|
V10.06|V10.06|ANAMNESI PERSONALE DI TUMORE MALIGNO DI RETTO,GIUNZIONE RETTOSIGMOIDEA E ANO|ANAMNESI PERSONALE DI TUMORE MALIGNO DI RETTO,GIUNZIONE RETTOSIGMOIDEA E ANO|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DI RETTO,GIUNZIONE RETTOSIGMOIDEA E ANO|||12/12/2013 12:15|
V10.07|V10.07|ANAMNESI PERSONALE DI TUMORE MALIGNO DEL FEGATO|ANAMNESI PERSONALE DI TUMORE MALIGNO DEL FEGATO|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DEL FEGATO|||12/12/2013 12:15|
V10.09|V10.09|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ALTRE SEDI DEL TRATTO GASTROINTESTINALE|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ALTRE SEDI DEL TRATTO GASTROINTESTINALE|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ALTRE SEDI DEL TRATTO GASTROINTESTINALE|||12/12/2013 12:15|
DEPRECATED.V10.1|V10.1|ANAM-TUM TRACHEA/BRONCH|ANAM-TUM TRACHEA/BRONCH|C|0|ANAM-TUM TRACHEA/BRONCH|||12/12/2013 12:15|
V10.11|V10.11|ANAMNESI PERSONALE DI TUMORE MALIGNO DI BRONCHI E POLMONI|ANAMNESI PERSONALE DI TUMORE MALIGNO DI BRONCHI E POLMONI|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DI BRONCHI E POLMONI|||12/12/2013 12:15|
V10.12|V10.12|ANAMNESI PERSONALE DI TUMORE MALIGNO DELLA TRACHEA|ANAMNESI PERSONALE DI TUMORE MALIGNO DELLA TRACHEA|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DELLA TRACHEA|||12/12/2013 12:15|
DEPRECATED.V10.2|V10.2|ANAM-ALTR TUM INTRATORAC|ANAM-ALTR TUM INTRATORAC|C|0|ANAM-ALTR TUM INTRATORAC|||12/12/2013 12:15|
V10.20|V10.20|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ORGANO RESPIRATORIO NON SPECIFICATO|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ORGANO RESPIRATORIO NON SPECIFICATO|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ORGANO RESPIRATORIO NON SPECIFICATO|||12/12/2013 12:15|
V10.21|V10.21|ANAMNESI PERSONALE DI TUMORE MALIGNO DELLA LARINGE|ANAMNESI PERSONALE DI TUMORE MALIGNO DELLA LARINGE|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DELLA LARINGE|||12/12/2013 12:15|
V10.22|V10.22|ANAMNESI PERSONALE DI TUMORE MALIGNO DELLA CAVITÀ NASALE,DELL'ORECCHIO MEDIO E DEI SENI PARANASALI|ANAMNESI PERSONALE DI TUMORE MALIGNO DELLA CAVITÀ NASALE,DELL'ORECCHIO MEDIO E DEI SENI PARANASALI|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DELLA CAVITÀ NASALE,DELL'ORECCHIO MEDIO E DEI SENI PARANASALI|||12/12/2013 12:15|
V10.29|V10.29|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ALTRI ORGANI RESPIRATORI E INTRATORACICI|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ALTRI ORGANI RESPIRATORI E INTRATORACICI|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ALTRI ORGANI RESPIRATORI E INTRATORACICI|||12/12/2013 12:15|
V10.3|V10.3|ANAMNESI PERSONALE DI TUMORE MALIGNO DELLA MAMMELLA|ANAMNESI PERSONALE DI TUMORE MALIGNO DELLA MAMMELLA|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DELLA MAMMELLA|||12/12/2013 12:15|
DEPRECATED.V10.4|V10.4|ANAM-TUMORE ORG GENIT|ANAM-TUMORE ORG GENIT|C|0|ANAM-TUMORE ORG GENIT|||12/12/2013 12:15|
V10.40|V10.40|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ORGANO GENITALE FEMMINILE NON SPECIFICATO|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ORGANO GENITALE FEMMINILE NON SPECIFICATO|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ORGANO GENITALE FEMMINILE NON SPECIFICATO|||12/12/2013 12:15|
V10.41|V10.41|ANAMNESI PERSONALE DI TUMORE MALIGNO DELLA CERVICE UTERINA|ANAMNESI PERSONALE DI TUMORE MALIGNO DELLA CERVICE UTERINA|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DELLA CERVICE UTERINA|||12/12/2013 12:15|
V10.42|V10.42|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ALTRE PARTI DELL'UTERO|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ALTRE PARTI DELL'UTERO|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ALTRE PARTI DELL'UTERO|||12/12/2013 12:15|
V10.43|V10.43|ANAMNESI PERSONALE DI TUMORE MALIGNO DELL'OVAIO|ANAMNESI PERSONALE DI TUMORE MALIGNO DELL'OVAIO|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DELL'OVAIO|||12/12/2013 12:15|
V10.44|V10.44|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ALTRI ORGANI GENITALI FEMMINILI|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ALTRI ORGANI GENITALI FEMMINILI|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ALTRI ORGANI GENITALI FEMMINILI|||12/12/2013 12:15|
V10.45|V10.45|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ORGANO GENITALE MASCHILE NON SPECIFICATO|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ORGANO GENITALE MASCHILE NON SPECIFICATO|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ORGANO GENITALE MASCHILE NON SPECIFICATO|||12/12/2013 12:15|
V10.46|V10.46|ANAMNESI PERSONALE DI TUMORE MALIGNO DELLA PROSTATA|ANAMNESI PERSONALE DI TUMORE MALIGNO DELLA PROSTATA|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DELLA PROSTATA|||12/12/2013 12:15|
V10.47|V10.47|ANAMNESI PERSONALE DI TUMORE MALIGNO DEL TESTICOLO|ANAMNESI PERSONALE DI TUMORE MALIGNO DEL TESTICOLO|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DEL TESTICOLO|||12/12/2013 12:15|
V10.48|V10.48|ANAMNESI PERSONALE DI TUMORE MALIGNO DELL'EPIDIDIMO|ANAMNESI PERSONALE DI TUMORE MALIGNO DELL'EPIDIDIMO|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DELL'EPIDIDIMO|||12/12/2013 12:15|
V10.49|V10.49|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ALTRI ORGANI GENITALI MASCHILI|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ALTRI ORGANI GENITALI MASCHILI|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ALTRI ORGANI GENITALI MASCHILI|||12/12/2013 12:15|
DEPRECATED.V10.5|V10.5|ANAM DI TUM ORG URINARI|ANAM DI TUM ORG URINARI|C|0|ANAM DI TUM ORG URINARI|||12/12/2013 12:15|
V10.50|V10.50|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ORGANO URINARIO NON SPECIFICATO|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ORGANO URINARIO NON SPECIFICATO|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ORGANO URINARIO NON SPECIFICATO|||12/12/2013 12:15|
V10.51|V10.51|ANAMNESI PERSONALE DI TUMORE MALIGNO DELLA VESCICA|ANAMNESI PERSONALE DI TUMORE MALIGNO DELLA VESCICA|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DELLA VESCICA|||12/12/2013 12:15|
V10.52|V10.52|ANAMNESI PERSONALE DI TUMORE MALIGNO DEL RENE|ANAMNESI PERSONALE DI TUMORE MALIGNO DEL RENE|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DEL RENE|||12/12/2013 12:15|
V10.53|V10.53|ANAMNESI PERSONALE DI TUMORE MALIGNO DELLA PELVI RENALE|ANAMNESI PERSONALE DI TUMORE MALIGNO DELLA PELVI RENALE|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DELLA PELVI RENALE|||12/12/2013 12:15|
V10.59|V10.59|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ALTRI ORGANI URINARI|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ALTRI ORGANI URINARI|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ALTRI ORGANI URINARI|||12/12/2013 12:15|
DEPRECATED.V10.6|V10.6|ANAM DI LEUCEMIA|ANAM DI LEUCEMIA|C|0|ANAM DI LEUCEMIA|||12/12/2013 12:15|
V10.60|V10.60|ANAMNESI PERSONALE DI LEUCEMIA NON SPECIFICATA|ANAMNESI PERSONALE DI LEUCEMIA NON SPECIFICATA|C|0|ANAMNESI PERSONALE DI LEUCEMIA NON SPECIFICATA|||12/12/2013 12:15|
V10.61|V10.61|ANAMNESI PERSONALE DI LEUCEMIA LINFOIDE|ANAMNESI PERSONALE DI LEUCEMIA LINFOIDE|C|0|ANAMNESI PERSONALE DI LEUCEMIA LINFOIDE|||12/12/2013 12:15|
V10.62|V10.62|ANAMNESI PERSONALE DI LEUCEMIA MIELOIDE|ANAMNESI PERSONALE DI LEUCEMIA MIELOIDE|C|0|ANAMNESI PERSONALE DI LEUCEMIA MIELOIDE|||12/12/2013 12:15|
V10.63|V10.63|ANAMNESI PERSONALE DI LEUCEMIA MONOCITICA|ANAMNESI PERSONALE DI LEUCEMIA MONOCITICA|C|0|ANAMNESI PERSONALE DI LEUCEMIA MONOCITICA|||12/12/2013 12:15|
V10.69|V10.69|ANAMNESI PERSONALE DI ALTRA LEUCEMIA|ANAMNESI PERSONALE DI ALTRA LEUCEMIA|C|0|ANAMNESI PERSONALE DI ALTRA LEUCEMIA|||12/12/2013 12:15|
DEPRECATED.V10.7|V10.7|ANAM-ALTR TUM LINFATICI|ANAM-ALTR TUM LINFATICI|C|0|ANAM-ALTR TUM LINFATICI|||12/12/2013 12:15|
V10.71|V10.71|ANAMNESI PERSONALE DI LINFOSARCOMA E RETICOLOSARCOMA|ANAMNESI PERSONALE DI LINFOSARCOMA E RETICOLOSARCOMA|C|0|ANAMNESI PERSONALE DI LINFOSARCOMA E RETICOLOSARCOMA|||12/12/2013 12:15|
V10.72|V10.72|ANAMNESI PERSONALE DI MALATTIA DI HODGKIN|ANAMNESI PERSONALE DI MALATTIA DI HODGKIN|C|0|ANAMNESI PERSONALE DI MALATTIA DI HODGKIN|||12/12/2013 12:15|
V10.79|V10.79|ANAMNESI PERSONALE DI ALTRI TUMORI LINFATICI E DEGLI ORGANI EMATOPOIETICI|ANAMNESI PERSONALE DI ALTRI TUMORI LINFATICI E DEGLI ORGANI EMATOPOIETICI|C|0|ANAMNESI PERSONALE DI ALTRI TUMORI LINFATICI E DEGLI ORGANI EMATOPOIETICI|||12/12/2013 12:15|
DEPRECATED.V10.8|V10.8|ANAM-TUMORI SEDE NAS|ANAM-TUMORI SEDE NAS|C|0|ANAM-TUMORI SEDE NAS|||12/12/2013 12:15|
V10.81|V10.81|ANAMNESI PERSONALE DI TUMORE MALIGNO DELL'OSSO|ANAMNESI PERSONALE DI TUMORE MALIGNO DELL'OSSO|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DELL'OSSO|||12/12/2013 12:15|
V10.82|V10.82|ANAMNESI PERSONALE DI MELANOMA MALIGNO DELLA PELLE|ANAMNESI PERSONALE DI MELANOMA MALIGNO DELLA PELLE|C|0|ANAMNESI PERSONALE DI MELANOMA MALIGNO DELLA PELLE|||12/12/2013 12:15|
V10.83|V10.83|ANAMNESI PERSONALE DI ALTRI TUMORI MALIGNI DELLA PELLE|ANAMNESI PERSONALE DI ALTRI TUMORI MALIGNI DELLA PELLE|C|0|ANAMNESI PERSONALE DI ALTRI TUMORI MALIGNI DELLA PELLE|||12/12/2013 12:15|
V10.84|V10.84|ANAMNESI PERSONALE DI TUMORE MALIGNO DELL'OCCHIO|ANAMNESI PERSONALE DI TUMORE MALIGNO DELL'OCCHIO|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DELL'OCCHIO|||12/12/2013 12:15|
V10.85|V10.85|ANAMNESI PERSONALE DI TUMORE MALIGNO DEL CERVELLO|ANAMNESI PERSONALE DI TUMORE MALIGNO DEL CERVELLO|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DEL CERVELLO|||12/12/2013 12:15|
V10.86|V10.86|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ALTRE PARTI DEL SISTEMA NERVOSO|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ALTRE PARTI DEL SISTEMA NERVOSO|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ALTRE PARTI DEL SISTEMA NERVOSO|||12/12/2013 12:15|
V10.87|V10.87|ANAMNESI PERSONALE DI TUMORE MALIGNO DELLA TIROIDE|ANAMNESI PERSONALE DI TUMORE MALIGNO DELLA TIROIDE|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DELLA TIROIDE|||12/12/2013 12:15|
V10.88|V10.88|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ALTRE GHIANDOLE ENDOCRINE E DELLE STRUTTURE CORRELATE|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ALTRE GHIANDOLE ENDOCRINE E DELLE STRUTTURE CORRELATE|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ALTRE GHIANDOLE ENDOCRINE E DELLE STRUTTURE CORRELATE|||12/12/2013 12:15|
V10.89|V10.89|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ALTRE SEDI|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ALTRE SEDI|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO DI ALTRE SEDI|||12/12/2013 12:15|
V10.9|V10.9|ANAMNESI PERSONALE DI TUMORE MALIGNO NON SPECIFICATO|ANAMNESI PERSONALE DI TUMORE MALIGNO NON SPECIFICATO|C|0|ANAMNESI PERSONALE DI TUMORE MALIGNO NON SPECIFICATO|||12/12/2013 12:15|
DEPRECATED.V11|V11|ANAM DI DISTURB PSICHICI|ANAM DI DISTURB PSICHICI|C|0|ANAM DI DISTURB PSICHICI|||12/12/2013 12:15|
V11.0|V11.0|ANAMNESI PERSONALE DI SCHIZOFRENIA|ANAMNESI PERSONALE DI SCHIZOFRENIA|C|0|ANAMNESI PERSONALE DI SCHIZOFRENIA|||12/12/2013 12:15|
V11.1|V11.1|ANAMNESI PERSONALE DI DISTURBI AFFETTIVI|ANAMNESI PERSONALE DI DISTURBI AFFETTIVI|C|0|ANAMNESI PERSONALE DI DISTURBI AFFETTIVI|||12/12/2013 12:15|
V11.2|V11.2|ANAMNESI PERSONALE DI NEUROSI|ANAMNESI PERSONALE DI NEUROSI|C|0|ANAMNESI PERSONALE DI NEUROSI|||12/12/2013 12:15|
V11.3|V11.3|ANAMNESI PERSONALE DI ALCOOLISMO|ANAMNESI PERSONALE DI ALCOOLISMO|C|0|ANAMNESI PERSONALE DI ALCOOLISMO|||12/12/2013 12:15|
