#CODEVALUEMODEL=CodeValuePhi|CODESYSTEMID=phidic|CODESYSTEMNAME=PHIDIC|CODESYSTEMDISPLAYNAME=PHI DICTIONARY|VERSION=0|DESCRIPTION=Main CodeSystem|LANGUAGE=it|AUTHORITYNAME=Insiel Mercato SpA|AUTHORITYDESCRIPTION=Insiel Mercato SpA|AUTHORITYCONTACTINFORMATION=info@insielmercato.it|||||||||
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|STATUS|KEYWORDS|EXTENSION[Abbreviation]|EXTENSION[Enable annotation]|EXTENSION[Score]|TRANSLATION[de]|TRANSLATION[en]|TRANSLATION[it]|RELATION[CodeValueCity]|RELATION[CodeValueIcd9]|RELATION[CodeValuePhi]|VALID FROM|VALID TO
spisal.esposti.sostanze.ncas.428_V0|72-20-8|72-20-8|Endrina (ISO); 1,2,3,4,10,10-esacloro-6,7-epossi-1,4,4a,5,6,7,8,8a-ottaidro-1,4:5,8-dimetanonaftalene|C|0|1|||||||Endrina (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.429_V0|72-43-5|72-43-5|metossicloro|C|0|1|||||||metossicloro||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.430_V0|72-55-9|72-55-9|DDE (1,1-dicloro-2,2 bis (p-clorofenil) etilene, metabolita del DDT, 1,1-Dichloro-2,2-bis(p-chlorophenyl)ethylene)|C|0|1|||||||DDE (1,1-dicloro-2,2 bis (p-clorofenil) etilene, metabolita del DDT, 1,1-Dichloro-2,2-bis(p-chlorophenyl)ethylene)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.431_V0|7439-92-1|7439-92-1|Piombo|C|0|1|||||||Piombo||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.432_V0|7439-97-6|7439-97-6|mercurio|C|0|1|||||||mercurio||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.433_V0|7440-02-0|7440-02-0|nichel|C|0|1|||||||nichel||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.434_V0|7440-38-2|7440-38-2|arsenico|C|0|1|||||||arsenico||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.435_V0|7440-43-9|7440-43-9|cadmio (stabilizzata)|C|0|1|||||||cadmio (stabilizzata)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.436_V0|7440-47-3|7440-47-3|Cromo|C|0|1|||||||Cromo||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.437_V0|7440-50-8|7440-50-8|Rame|C|0|1|||||||Rame||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.438_V0|7440-66-6|7440-66-6|zinco in polvere (piroforica)|C|0|1|||||||zinco in polvere (piroforica)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.439_V0|74-83-9|74-83-9|Bromometano; Metilbromuro|C|0|1|||||||Bromometano||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.440_V0|74869-21-9|74869-21-9|Grassi lubrificanti; Combinazione complessa di idrocarburi con numero di atomi di carbonio prevalentemente nell'intervallo C12-C50. Può contenere sali organici di metalli alcalini o alcalino-terrosi, e/o composti di alluminio; Grasso lubrificante.|C|0|1|||||||Grassi lubrificanti; Combinazione complessa di idrocarburi con numero di atomi di carbonio prevalentemente nell'intervallo C12-C50. PuÃ² contenere sali organici di metalli alcalini o alcalino-terrosi, e/o composti di alluminio||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.441_V0|75-01-4|75-01-4|vinile cloruro; cloroetilene|C|0|1|||||||vinile cloruro||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.442_V0|75-05-8|75-05-8|Acetonitrile|C|0|1|||||||Acetonitrile||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.443_V0|75-09-2|75-09-2|diclorometano; cloruro di metilene|C|0|1|||||||diclorometano||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.444_V0|75-12-7|75-12-7|Formamide|C|0|1|||||||Formamide||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.445_V0|75-15-0|75-15-0|Disolfuro di carbonio|C|0|1|||||||Disolfuro di carbonio||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.446_V0|75-28-5|75-28-5|isobutano|C|0|1|||||||isobutano||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.447_V0|75-28-51|75-28-51|isobutano (contenente ≥ 0.1 % butadiene (203-450-8))|C|0|1|||||||isobutano (contenente ≥ 0.1 % butadiene (203-450-8))||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.448_V0|75-34-3|75-34-3|1,1-dicloroetano|C|0|1|||||||1,1-dicloroetano||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.449_V0|75-35-4|75-35-4|1,1-dicloroetilene; cloruro di vinilidene|C|0|1|||||||1,1-dicloroetilene||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.450_V0|75-45-6|75-45-6|Clorodifluorometano|C|0|1|||||||Clorodifluorometano||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.451_V0|75-56-9|75-56-9|Ossido di propilene; 1,2-epossipropano; Metilossirano|C|0|1|||||||Ossido di propilene; 1,2-epossipropano||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.452_V0|75-74-1|75-74-1|Piombo tetrametile|C|0|1|||||||Piombo tetrametile||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.453_V0|75-91-2|75-91-2|idroperossido di terz-butile|C|0|1|||||||idroperossido di terz-butile||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.454_V0|76-13-1|76-13-1|1,1,2-triclorotrifluoroetano|C|0|1|||||||1,1,2-triclorotrifluoroetano||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.455_V0|764-41-0|764-41-0|1,4-diclorobut-2-ene|C|0|1|||||||1,4-diclorobut-2-ene||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.456_V0|76-44-8|76-44-8|Eptacloro (ISO); 1,4,5,6,7,8,8-eptacloro-3a,4,7,7a-tetraidro-4,7-metanoindene|C|0|1|||||||Eptacloro (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.457_V0|7646-85-7|7646-85-7|Cloruro di zinco|C|0|1|||||||Cloruro di zinco||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.458_V0|7664-39-3|7664-39-3|Acido fluoridrico|C|0|1|||||||Acido fluoridrico||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.459_V0|7681-52-9|7681-52-9|Ipoclorito di sodio, soluzione ... % Cl attivo; Sodio ipoclorito, soluzione ... % Cl attivo|C|0|1|||||||Ipoclorito di sodio, soluzione ... % Cl attivo||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.460_V0|7718-54-9|7718-54-9|Dicloruro di nichel|C|0|1|||||||Dicloruro di nichel||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.461_V0|7722-84-1|7722-84-1|Perossido di idrogeno soluzione ... %;  Acqua ossigenata ... %|C|0|1|||||||Perossido di idrogeno soluzione ... %||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.462_V0|7733-02-0|7733-02-0|Solfato di zinco (anidra)|C|0|1|||||||Solfato di zinco (anidra)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.463_V0|77-47-4|77-47-4|esaclorociclopentadiene|C|0|1|||||||esaclorociclopentadiene||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.464_V0|2146108|2146108|cromato di sodio; sodio cromato|C|0|1|||||||cromato di sodio||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.465_V0|77-78-1|77-78-1|Dimetilsolfato|C|0|1|||||||Dimetilsolfato||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.466_V0|7778-50-9|7778-50-9|dicromato di potassio|C|0|1|||||||dicromato di potassio||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.467_V0|7779-90-0|7779-90-0|Bis(ortofosfato) di trizinco|C|0|1|||||||Bis(ortofosfato) di trizinco||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.468_V0|7782-50-5|7782-50-5|Cloro|C|0|1|||||||Cloro||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.469_V0|7784-18-1|7784-18-1|Fluoruro di alluminio; Alluminio trifluoruro|C|0|1|||||||Fluoruro di alluminio||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.470_V0|7786-34-7|7786-34-7|Mevinfos (ISO); Fosfato di dimetile e 1-metil-2-metossicarbonilvinile|C|0|1|||||||Mevinfos (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.471_V0|7786-81-4|7786-81-4|Solfato di nichel|C|0|1|||||||Solfato di nichel||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.472_V0|2151163|2151163|dicromato di ammonio|C|0|1|||||||dicromato di ammonio||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.473_V0|7789-75-5|7789-75-5|fluoruro di calcio|C|0|1|||||||fluoruro di calcio||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.474_V0|78-00-2|78-00-2|Piombo tetraetile|C|0|1|||||||Piombo tetraetile||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.475_V0|78-87-5|78-87-5|1,2-dicloropropano; dicloruro di propilene|C|0|1|||||||1,2-dicloropropano||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.476_V0|78-88-6|78-88-6|2,3-dicloropropene|C|0|1|||||||2,3-dicloropropene||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.477_V0|79-00-5|79-00-5|1,1,2-tricloroetano|C|0|1|||||||1,1,2-tricloroetano||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.478_V0|79-01-6|79-01-6|tricloroetilene|C|0|1|||||||tricloroetilene||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.479_V0|79-06-1|79-06-1|Acrilamide|C|0|1|||||||Acrilamide||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.480_V0|79-10-7|79-10-7|Acido acrilico|C|0|1|||||||Acido acrilico||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.481_V0|79-11-8|79-11-8|acido cloroacetico|C|0|1|||||||acido cloroacetico||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.482_V0|79-20-9|79-20-9|Acetato di metile; Metilacetato|C|0|1|||||||Acetato di metile||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.483_V0|793-24-8|793-24-8|N-1,3-dimetilbutil-N'-fenil-p-fenilendiammina|C|0|1|||||||N-1,3-dimetilbutil-N'-fenil-p-fenilendiammina||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.484_V0|79-34-5|79-34-5|1,1,2,2-tetracloroetano|C|0|1|||||||1,1,2,2-tetracloroetano||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.485_V0|79-41-4|79-41-4|Acido metacrilico; Acido 2-metil propenoico|C|0|1|||||||Acido metacrilico||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.486_V0|79-46-9|79-46-9|2-nitropropano|C|0|1|||||||2-nitropropano||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.487_V0|79-94-7|79-94-7|tetrabromobisfenol-A; 2,2,6,6-tetrabromo-4,4-isopropilidendifenolo|C|0|1|||||||tetrabromobisfenol-A||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.488_V0|80-05-7|80-05-7|Bisfenolo A; 4,4'-isopropilidendifenolo|C|0|1|||||||Bisfenolo A||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.489_V0|8006-61-9|8006-61-9|Benzina naturale; Nafta con basso punto di ebollizione; Combinazione complessa di idrocarburi separata dal gas naturale mediante processi quali la refrigerazione o l'assorbimento. È costituita in prevalenza da idrocarburi alifatici saturi con numero di at|C|0|1|||||||Benzina naturale; Nafta con basso punto di ebollizione||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.490_V0|2234562|2234562|Mancozeb (ISO); Complesso (polimerico) di etilenebis(ditiocarbammato) di manganese con sale di zinco|C|0|1|||||||Mancozeb (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.491_V0|8030-30-6|8030-30-6|Nafta; Nafta con basso punto di ebollizione; Prodotti del petrolio, raffinati, parzialmente raffinati o non raffinati, ottenuti dalla distillazione del gas naturale. Sono costituiti da idrocarburi con numero di atomi di carbonio prevalentemente nell'inter|C|0|1|||||||Nafta; Nafta con basso punto di ebollizione||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.492_V0|8032-32-4|8032-32-4|Ligroina; nafta con basso punto di ebollizione; Combinazione complessa di idrocarburi, ottenuta per distillazione frazionata del petrolio. Questa frazione ha un punto di ebollizione nell'intervallo 20°C - 135°C ca. (da 58°F a 275°F).|C|0|1|||||||Ligroina; nafta con basso punto di ebollizione||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.493_V0|8052-10-6 (altri CAS: 8050-09-7; 73138-82-6)|8052-10-6 (altri CAS: 8050-09-7; 73138-82-6)|Rosina, colofonia|C|0|1|||||||Rosina, colofonia||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.494_V0|80-62-6|80-62-6|Metil 2-metilprop-2-enoato; Metacrilato di metile; Metil-metacrilato|C|0|1|||||||Metil 2-metilprop-2-enoato; Metacrilato di metile||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.495_V0|81-14-1|81-14-1|Muschio chetone; 3,5-dinitro-2,6-dimetil-4-terz-butilacetofenone; 4-terz-butil-2,6-dimetil-3,5-dinitroacetofenone|C|0|1|||||||Muschio chetone; 3,5-dinitro-2,6-dimetil-4-terz-butilacetofenone||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.496_V0|81-15-2|81-15-2|Musk xilene; 5-tert-butIl-2,4,6-trinitro-m-xilene|C|0|1|||||||Musk xilene||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.497_V0|818-08-6|818-08-6|Dibutilstagno catione|C|0|1|||||||Dibutilstagno catione||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.498_V0|83846-43-9|83846-43-9|salicilato di calcio alchilato a lunga catena; acido benzoico, 2-idrossi-, mono-C>13-alchil derivati, sali di calcio (2:1)|C|0|1|||||||salicilato di calcio alchilato a lunga catena||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.499_V0|838-88-0|838-88-0|4,4'-metilendi-o-toluidina.|C|0|1|||||||4,4'-metilendi-o-toluidina.||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.500_V0|84-61-7|84-61-7|Dicicloesil ftalato|C|0|1|||||||Dicicloesil ftalato||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.501_V0|84650-02-2|84650-02-2|distillati (catrame di carbone), frazione benzolo ; Olio leggero ; Combinazione complessa di idrocarburi ottenuta per distillazione del catrame di carbone. E' costituita da idrocarburi con numero di atomi di carbonio prevalentemente nell'intervallo C4-C10|C|0|1|||||||distillati (catrame di carbone), frazione benzolo ; Olio leggero||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.502_V0|84650-03-3|84650-03-3|distillati (catrame di carbone), olii leggeri; olio carbolico; combinazione complessa di idrocarburi ottenuta per distillazione del catrame di carbone. È costituita da idrocarburi aromatici e altri idrocarburi, composti fenolici e composti aromatici azota|C|0|1|||||||distillati (catrame di carbone), olii leggeri; olio carbolico||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.503_V0|84-66-2|84-66-2|Dietil ftalato|C|0|1|||||||Dietil ftalato||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.504_V0|84-69-5|84-69-5|diisobutil ftalato|C|0|1|||||||diisobutil ftalato||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.505_V0|84-74-2|84-74-2|DBP; ftalato di dibutile|C|0|1|||||||DBP||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.506_V0|84852-14-2|84852-14-2|2,4-dinonil-fenolo, ramificato|C|0|1|||||||2,4-dinonil-fenolo, ramificato||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.507_V0|84852-15-3|84852-15-3|4-nonilfenolo, ramificato|C|0|1|||||||4-nonilfenolo, ramificato||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.508_V0|84929-98-6|84929-98-6|magnesio, bis(2-idrossibenzoato-O1,O2)-, ar,ar'-di-C>13-alchil derivati|C|0|1|||||||magnesio, bis(2-idrossibenzoato-O1,O2)-, ar,ar'-di-C>13-alchil derivati||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.509_V0|84989-03-7|84989-03-7|Acidi di catrame, frazione etilfenolo; Fenoli distillati; Frazione di acidi di catrame, ricca di 3- e 4- etilfenolo, recuperata dalla distillazione di acidi di catrame grezzi di catrame di carbone a bassa temperatura.|C|0|1|||||||Acidi di catrame, frazione etilfenolo; Fenoli distillati||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.510_V0|84989-04-8|84989-04-8|Acidi di catrame, frazione metilfenolo; Fenoli distillati; Frazione di acidi di catrame, ricca di 3- e 4- metilfenolo, recuperata dalla distillazione di acidi di catrame grezzi di catrame di carbone a bassa temperatura.|C|0|1|||||||Acidi di catrame, frazione metilfenolo; Fenoli distillati||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.511_V0|84989-05-9|84989-05-9|Acidi di catrame, frazione polialchilfenolo; Frazione di acidi di catrame recuperata dalla distillazione a bassa temperature di acidi di catrame grezzi, con punto di ebollizione nell'intervallo 225°C - 320°C ca. (da 437°F a 608°F). Costituita principalmen|C|0|1|||||||Acidi di catrame, frazione polialchilfenolo||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.512_V0|84989-41-3|84989-41-3|Alchilchetene dimero; 2-ossietanone, 3-C12-16-alchil-4-C13-17-alchilidene derivati|C|0|1|||||||Alchilchetene dimero||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.513_V0|85116-53-6|85116-53-6|Distillati (petrolio), intermedi crackizzati termicamente idrodesolforati; Combinazione complessa di idrocarburi ottenuta per frazionamento di stock di distillo da "cracker" termico idrodesolforato. E' costituita prevalentemente da idrocarburi con numero |C|0|1|||||||Distillati (petrolio), intermedi crackizzati termicamente idrodesolforati||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.514_V0|85116-59-2|85116-59-2|Nafta (petrolio), leggera da reforming catalitico, frazione priva di aromatici; Combinazione complessa di idrocarburi rimanente dopo l'eliminazione di composti aromatici da nafta leggera riformata cataliticamente in un processo di assorbimento selettivo. |C|0|1|||||||Nafta (petrolio), leggera da reforming catalitico, frazione priva di aromatici||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.515_V0|85116-60-5|85116-60-5|Nafta (petrolio), leggera, da cracking termico, idrodesolforata; Nafta di hydrotreating con basso punto di ebollizione; Combinazione complessa di idrocarburi ottenuta per frazionamento di distillato crackizzato cataliticamente idrodesolforato. È costituit|C|0|1|||||||Nafta (petrolio), leggera, da cracking termico, idrodesolforata; Nafta di hydrotreating con basso punto di ebollizione||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.516_V0|85535-84-8|85535-84-8|cloroalcani C10-13; paraffine clorurate, C10-13|C|0|1|||||||cloroalcani C10-13||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.517_V0|85535-85-9|85535-85-9|cloroalcani C14-17; paraffine clorurate, C14-17|C|0|1|||||||cloroalcani C14-17||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.518_V0|85-68-7|85-68-7|BBP; Benzil-butil-ftalato|C|0|1|||||||BBP||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.519_V0|86089-17-0|86089-17-0|tridecilammina, ramificato e lineare|C|0|1|||||||tridecilammina, ramificato e lineare||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.520_V0|86-50-0|86-50-0|Azinfos-metil (ISO); Ditiofosfato di O,O-dimetile e ossobenzotriazin-3-ilmetile|C|0|1|||||||Azinfos-metil (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.521_V0|87-61-6|87-61-6|1,2,3 triclorobenzene|C|0|1|||||||1,2,3 triclorobenzene||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.522_V0|87-68-3|87-68-3|Esaclorbutadiene|C|0|1|||||||Esaclorbutadiene||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.523_V0|87-86-5|87-86-5|pentaclorofenolo|C|0|1|||||||pentaclorofenolo||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.524_V0|88-06-2|88-06-2|2,4,6-triclorofenolo|C|0|1|||||||2,4,6-triclorofenolo||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.525_V0|88-12-0|88-12-0|1-vinil-2-pirrolidone|C|0|1|||||||1-vinil-2-pirrolidone||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.526_V0|88671-89-0|88671-89-0|miclobutanil; 2-p-clorofenil-2-(1H-1,2,4-triazol-1-ilmetil)esanonitrile|C|0|1|||||||miclobutanil||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.527_V0|88-72-2|88-72-2|2-nitrotoluene; O-nitrotoluolo|C|0|1|||||||2-nitrotoluene||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.528_V0|88-73-3|88-73-3|1-chloro-2-nitrobenzene|C|0|1|||||||1-chloro-2-nitrobenzene||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.529_V0|89-21-4|89-21-4|4-cloro-2-nitroanisolo|C|0|1|||||||4-cloro-2-nitroanisolo||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.530_V0|89-59-8|89-59-8|4-cloro-2-nitrotoluene|C|0|1|||||||4-cloro-2-nitrotoluene||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.531_V0|89-63-4|89-63-4|4-Cloro-nitroanilina|C|0|1|||||||4-Cloro-nitroanilina||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.532_V0|90-04-0|90-04-0|2-metossi-anilina; o-anisidina|C|0|1|||||||2-metossi-anilina||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.533_V0|90-43-7|90-43-7|Bifenil-2-olo; 2-idrossibifenile|C|0|1|||||||Bifenil-2-olo||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.534_V0|90481-05-3|90481-05-3|Nonilfenolo, sottoprodotti della produzione, altobollenti|C|0|1|||||||Nonilfenolo, sottoprodotti della produzione, altobollenti||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.535_V0|90552-07-1|90552-07-1|acido metacrilico, C9-C11 esteri isolachilici, miscela ricca in C10|C|0|1|||||||acido metacrilico, C9-C11 esteri isolachilici, miscela ricca in C10||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.536_V0|90622-53-0|90622-53-0|Alcani, C12-26-ramificati e lineari.|C|0|1|||||||Alcani, C12-26-ramificati e lineari.||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.537_V0|90622-55-2|90622-55-2|Alcani C1-4, ricchi di C3; Gas di petrolio.|C|0|1|||||||Alcani C1-4, ricchi di C3||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.538_V0|90622-57-4|90622-57-4|alcani, C9-12-iso|C|0|1|||||||alcani, C9-12-iso||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.539_V0|90640-80-5|90640-80-5|Olio di antracene; Combinazione complessa di idrocarburi policiclici aromatici ottenuti da catrame di carbone con intervallo di distillazione da 300 °C a 400 °C ca. Costituita prevalentemente da fenantrene, antracene e carbazolo; Olio di antracene I  |C|0|1|||||||Olio di antracene; Combinazione complessa di idrocarburi policiclici aromatici ottenuti da catrame di carbone con intervallo di distillazione da 300 Â°C a 400 Â°C ca. Costituita prevalentemente da fenantrene, antracene e carbazolo||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.540_V0|90640-81-6|90640-81-6|Olio di antracene, pasta di antracene; Solido ricco di antracene ottenuto per cristallizzazione e centrifugazione di olio di antracene. Costituito prevalentemente da antracene, carbazolo e fenantrene;  Frazione di olio di antracene|C|0|1|||||||Olio di antracene, pasta di antracene; Solido ricco di antracene ottenuto per cristallizzazione e centrifugazione di olio di antracene. Costituito prevalentemente da antracene, carbazolo e fenantrene||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.541_V0|90640-82-7|90640-82-7|Olio di antracene, a basso contenuto di antracene; Frazione di olio di antracene; Olio che rimane dopo la rimozione da olio di antracene, per mezzo di un processo di cristallizzazione, di un solido ricco di antracene (pasta di antracene)|C|0|1|||||||Olio di antracene, a basso contenuto di antracene; Frazione di olio di antracene||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.542_V0|90640-86-1|90640-86-1|Distillati (catrame di carbone), olii pesanti; Olio di antracene II; [Distillato della distillazione frazionata del catrame di carbone di carbone bituminoso, con punto di ebollizione nell'intervallo 240°C-400°C. Costituito prevalentemente da idrocarburi t|C|0|1|||||||Distillati (catrame di carbone), olii pesanti; Olio di antracene II||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.543_V0|90640-91-8|90640-91-8|Distillati (petrolio), paraffinici pesanti deparaffinati complessi; Olio base - non specificato; Combinazione complessa di idrocarburi ottenuta dalla deparaffinazione di un distillato paraffinico pesante. Costituito prevalentemente da idrocarburi con un n|C|0|1|||||||Distillati (petrolio), paraffinici pesanti deparaffinati complessi; Olio base - non specificato||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.544_V0|90640-92-9|90640-92-9|Distillati (petrolio), paraffinici leggeri deparaffinati complessi; Olio base - non specificato; Combinazione complessa di idrocarburi ottenuta dalla deparaffinazione di un distillato paraffinico leggero. Costituito prevalentemente da idrocarburi con nume|C|0|1|||||||Distillati (petrolio), paraffinici leggeri deparaffinati complessi; Olio base - non specificato||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.545_V0|90640-99-6|90640-99-6|Estratto acido; Estratto acquoso prodotto mediante lavaggio acido di olio carbolico lavato con alcali. Costituito prevalentemente da sali acidi di varie basi aromatiche azotate inclusi piridina, chinolina e loro derivati|C|0|1|||||||Estratto acido||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.546_V0|90641-00-2|90641-00-2|Olii di estrazione (carbone), olii naftalenici; estratto acido; Estratto acquoso prodotto mediante lavaggio acido di olio naftalenico lavato con alcali. Costituito prevalentemente da sali acidi di varie basi aromatiche azotate inclusi piridina, chinolina |C|0|1|||||||Olii di estrazione (carbone), olii naftalenici; estratto acido||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.547_V0|90641-01-3|90641-01-3|Residui di estrazione (carbone), olio leggero alcalino, estratto con acido; Olio che risulta dal lavaggio con acido di olio carbolico lavato con alcali per rimuovere piccole quantità di composti basici (basi del catrame). Costituito prevalentemente da ind|C|0|1|||||||Residui di estrazione (carbone), olio leggero alcalino, estratto con acido||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.548_V0|90641-03-5|90641-03-5|Residui di estrazione (carbone), olio leggero alcalino, frazione indene nafta; olio leggero lavato, altobollente (distillato di fondi da prefrazionare ricchi di idrocarburi aromatici, cumarone, naftalene ed indene oppure olii carbolici lavati, con punto d|C|0|1|||||||Residui di estrazione (carbone), olio leggero alcalino, frazione indene nafta||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.549_V0|90641-08-0|90641-08-0|Estratti (petrolio), solvente distillato paraffinico pesante, idrotrattati; Combinazione complessa di idrocarburi prodotta trattando un estratto solvente di distillato paraffinico pesante con idrogeno in presenza di un catalizzatore. Costituita prevalente|C|0|1|||||||Estratti (petrolio), solvente distillato paraffinico pesante, idrotrattati||||01/01/2007 00:00|
