#CODEVALUEMODEL=CodeValueIcd9|CODESYSTEMID=2.16.840.1.113883.6.103|CODESYSTEMNAME=ICD9DIAG|CODESYSTEMDISPLAYNAME=ICD9DIAG|VERSION=0|DESCRIPTION=ICD9DIAG|LANGUAGE=it|AUTHORITYNAME=Insiel Mercato|AUTHORITYDESCRIPTION=Insiel Mercato|AUTHORITYCONTACTINFORMATION=Insiel Mercato|VALIDFROM=23/01/2013 10:03||||
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|STATUS|KEYWORDS|EXTENSION[classification]|TRANSLATION[de]|TRANSLATION[en]|TRANSLATION[it]|RELATION[CodeValuePhi]|VALID FROM|VALID TO
01.011.3.2_V0|011.32|011.32|Tubercolosi dei bronchi, risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)|C|0|1|||||Tubercolosi dei bronchi, risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)||22/04/2010 17:44|
01.011.3.3_V0|011.33|011.33|Tubercolosi dei bronchi, esame microscopico dell’espettorato positivo|C|0|1|||||Tubercolosi dei bronchi, esame microscopico dell’espettorato positivo||22/04/2010 17:44|
01.011.3.4_V0|011.34|011.34|Tubercolosi dei bronchi, esame microscopico dell’espettorato negativo, ma con esame colturale positivo|C|0|1|||||Tubercolosi dei bronchi, esame microscopico dell’espettorato negativo, ma con esame colturale positivo||22/04/2010 17:44|
01.011.3.5_V0|011.35|011.35|Tubercolosi dei bronchi, esame batteriologico negativo, ma tubercolosi confermata istologicamente|C|0|1|||||Tubercolosi dei bronchi, esame batteriologico negativo, ma tubercolosi confermata istologicamente||22/04/2010 17:44|
01.011.3.6_V0|011.36|011.36|Tubercolosi dei bronchi, esami batteriologici o istologici negativi, ma tubercolosi confermata in laboratorio con altri metodi|C|0|1|||||Tubercolosi dei bronchi, esami batteriologici o istologici negativi, ma tubercolosi confermata in laboratorio con altri metodi||22/04/2010 17:44|
01.011.4_V0|011.4|011.4|Fibrosi tubercolare del polmone|S|0|1|||||Fibrosi tubercolare del polmone||22/04/2010 17:44|
01.011.4.0_V0|011.40|011.40|Fibrosi tubercolare del polmone, non specificata|C|0|1|||||Fibrosi tubercolare del polmone, non specificata||22/04/2010 17:44|
01.011.4.1_V0|011.41|011.41|Fibrosi tubercolare del polmone, esame batteriologico o istologico non effettuato|C|0|1|||||Fibrosi tubercolare del polmone, esame batteriologico o istologico non effettuato||22/04/2010 17:44|
01.011.4.2_V0|011.42|011.42|Fibrosi tubercolare del polmone, risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)|C|0|1|||||Fibrosi tubercolare del polmone, risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)||22/04/2010 17:44|
01.011.4.3_V0|011.43|011.43|Fibrosi tubercolare del polmone, esame microscopico dell’espettorato positivo|C|0|1|||||Fibrosi tubercolare del polmone, esame microscopico dell’espettorato positivo||22/04/2010 17:44|
01.011.4.4_V0|011.44|011.44|Fibrosi tubercolare del polmone, esame microscopico dell’espettorato negativo, ma con esame colturale positivo|C|0|1|||||Fibrosi tubercolare del polmone, esame microscopico dell’espettorato negativo, ma con esame colturale positivo||22/04/2010 17:44|
01.011.4.5_V0|011.45|011.45|Fibrosi tubercolare del polmone, esame batteriologico negativo, ma tubercolosi confermata istologicamente|C|0|1|||||Fibrosi tubercolare del polmone, esame batteriologico negativo, ma tubercolosi confermata istologicamente||22/04/2010 17:44|
01.011.4.6_V0|011.46|011.46|Fibrosi tubercolare del polmone, esami batteriologici o istologici negativi, ma tubercolosi confermata in laboratorio con altri metodi|C|0|1|||||Fibrosi tubercolare del polmone, esami batteriologici o istologici negativi, ma tubercolosi confermata in laboratorio con altri metodi||22/04/2010 17:44|
01.011.5_V0|011.5|011.5|Bronchiectasia tubercolare|S|0|1|||||Bronchiectasia tubercolare||22/04/2010 17:44|
01.011.5.0_V0|011.50|011.50|Bronchiectasia tubercolare, non specificata|C|0|1|||||Bronchiectasia tubercolare, non specificata||22/04/2010 17:44|
01.011.5.1_V0|011.51|011.51|Bronchiectasia tubercolare, esame batteriologico o istologico non effettuato|C|0|1|||||Bronchiectasia tubercolare, esame batteriologico o istologico non effettuato||22/04/2010 17:44|
01.011.5.2_V0|011.52|011.52|Bronchiectasia tubercolare, risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)|C|0|1|||||Bronchiectasia tubercolare, risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)||22/04/2010 17:44|
01.011.5.3_V0|011.53|011.53|Bronchiectasia tubercolare, esame microscopico dell’espettorato positivo|C|0|1|||||Bronchiectasia tubercolare, esame microscopico dell’espettorato positivo||22/04/2010 17:44|
01.011.5.4_V0|011.54|011.54|Bronchiectasia tubercolare, esame microscopico dell’espettorato negativo, ma con esame colturale positivo|C|0|1|||||Bronchiectasia tubercolare, esame microscopico dell’espettorato negativo, ma con esame colturale positivo||22/04/2010 17:44|
01.011.5.5_V0|011.55|011.55|Bronchiectasia tubercolare, esame batteriologico negativo, ma tubercolosi confermata istologicamente|C|0|1|||||Bronchiectasia tubercolare, esame batteriologico negativo, ma tubercolosi confermata istologicamente||22/04/2010 17:44|
01.011.5.6_V0|011.56|011.56|Bronchiectasia tubercolare, esami batteriologici o istologici negativi, ma tubercolosi confermata in laboratorio con altri metodi|C|0|1|||||Bronchiectasia tubercolare, esami batteriologici o istologici negativi, ma tubercolosi confermata in laboratorio con altri metodi||22/04/2010 17:44|
01.011.6_V0|011.6|011.6|Polmonite tubercolare (ogni forma)|S|0|1|||||Polmonite tubercolare (ogni forma)||22/04/2010 17:44|
01.011.6.0_V0|011.60|011.60|Polmonite tubercolare (ogni forma), non specificata|C|0|1|||||Polmonite tubercolare (ogni forma), non specificata||22/04/2010 17:44|
01.011.6.1_V0|011.61|011.61|Polmonite tubercolare (ogni forma), esame batteriologico o istologico non effettuato|C|0|1|||||Polmonite tubercolare (ogni forma), esame batteriologico o istologico non effettuato||22/04/2010 17:44|
01.011.6.2_V0|011.62|011.62|Polmonite tubercolare (ogni forma), risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)|C|0|1|||||Polmonite tubercolare (ogni forma), risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)||22/04/2010 17:44|
01.011.6.3_V0|011.63|011.63|Polmonite tubercolare (ogni forma), esame microscopico dell’espettorato positivo|C|0|1|||||Polmonite tubercolare (ogni forma), esame microscopico dell’espettorato positivo||22/04/2010 17:44|
01.011.6.4_V0|011.64|011.64|Polmonite tubercolare (ogni forma), esame microscopico dell’espettorato negativo, ma con esame colturale positivo|C|0|1|||||Polmonite tubercolare (ogni forma), esame microscopico dell’espettorato negativo, ma con esame colturale positivo||22/04/2010 17:44|
01.011.6.5_V0|011.65|011.65|Polmonite tubercolare (ogni forma), esame batteriologico negativo, ma tubercolosi confermata istologicamente|C|0|1|||||Polmonite tubercolare (ogni forma), esame batteriologico negativo, ma tubercolosi confermata istologicamente||22/04/2010 17:44|
01.011.6.6_V0|011.66|011.66|Polmonite tubercolare (ogni forma), esami batteriologici o istologici negativi, ma tubercolosi confermata in laboratorio con altri metodi|C|0|1|||||Polmonite tubercolare (ogni forma), esami batteriologici o istologici negativi, ma tubercolosi confermata in laboratorio con altri metodi||22/04/2010 17:44|
01.011.7_V0|011.7|011.7|Pneumotorace tubercolare|S|0|1|||||Pneumotorace tubercolare||22/04/2010 17:44|
01.011.7.0_V0|011.70|011.70|Pneumotorace tubercolare, non specificata|C|0|1|||||Pneumotorace tubercolare, non specificata||22/04/2010 17:44|
01.011.7.1_V0|011.71|011.71|Pneumotorace tubercolare, esame batteriologico o istologico non effettuato|C|0|1|||||Pneumotorace tubercolare, esame batteriologico o istologico non effettuato||22/04/2010 17:44|
01.011.7.2_V0|011.72|011.72|Pneumotorace tubercolare, risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)|C|0|1|||||Pneumotorace tubercolare, risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)||22/04/2010 17:44|
01.011.7.3_V0|011.73|011.73|Pneumotorace tubercolare, esame microscopico dell’espettorato positivo|C|0|1|||||Pneumotorace tubercolare, esame microscopico dell’espettorato positivo||22/04/2010 17:44|
01.011.7.4_V0|011.74|011.74|Pneumotorace tubercolare, esame microscopico dell’espettorato negativo, ma con esame colturale positivo|C|0|1|||||Pneumotorace tubercolare, esame microscopico dell’espettorato negativo, ma con esame colturale positivo||22/04/2010 17:44|
01.011.7.5_V0|011.75|011.75|Pneumotorace tubercolare, esame batteriologico negativo, ma tubercolosi confermata istologicamente|C|0|1|||||Pneumotorace tubercolare, esame batteriologico negativo, ma tubercolosi confermata istologicamente||22/04/2010 17:44|
01.011.7.6_V0|011.76|011.76|Pneumotorace tubercolare, esami batteriologici o istologici negativi, ma tubercolosi confermata in laboratorio con altri metodi|C|0|1|||||Pneumotorace tubercolare, esami batteriologici o istologici negativi, ma tubercolosi confermata in laboratorio con altri metodi||22/04/2010 17:44|
01.011.8_V0|011.8|011.8|Altre forme di tubercolosi polmonare|S|0|1|||||Altre forme di tubercolosi polmonare||22/04/2010 17:44|
01.011.8.0_V0|011.80|011.80|Altre forme di tubercolosi polmonare, non specificate|C|0|1|||||Altre forme di tubercolosi polmonare, non specificate||22/04/2010 17:44|
01.011.8.1_V0|011.81|011.81|Altre forme di tubercolosi polmonare, esame batteriologico o istologico non effettuato|C|0|1|||||Altre forme di tubercolosi polmonare, esame batteriologico o istologico non effettuato||22/04/2010 17:44|
01.011.8.2_V0|011.82|011.82|Altre forme di tubercolosi polmonare, risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)|C|0|1|||||Altre forme di tubercolosi polmonare, risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)||22/04/2010 17:44|
01.011.8.3_V0|011.83|011.83|Altre forme di tubercolosi polmonare, esame microscopico dell’espettorato positivo|C|0|1|||||Altre forme di tubercolosi polmonare, esame microscopico dell’espettorato positivo||22/04/2010 17:44|
01.011.8.4_V0|011.84|011.84|Altre forme di tubercolosi polmonare, esame microscopico dell’espettorato negativo, ma con esame colturale positivo|C|0|1|||||Altre forme di tubercolosi polmonare, esame microscopico dell’espettorato negativo, ma con esame colturale positivo||22/04/2010 17:44|
01.011.8.5_V0|011.85|011.85|Altre forme di tubercolosi polmonare, esame batteriologico negativo, ma tubercolosi confermata istologicamente|C|0|1|||||Altre forme di tubercolosi polmonare, esame batteriologico negativo, ma tubercolosi confermata istologicamente||22/04/2010 17:44|
01.011.8.6_V0|011.86|011.86|Altre forme di tubercolosi polmonare, esami batteriologici o istologici negativi, ma tubercolosi confermata in laboratorio con altri metodi|C|0|1|||||Altre forme di tubercolosi polmonare, esami batteriologici o istologici negativi, ma tubercolosi confermata in laboratorio con altri metodi||22/04/2010 17:44|
01.011.9_V0|011.9|011.9|Tubercolosi polmonare non specificata|S|0|1|||||Tubercolosi polmonare non specificata||22/04/2010 17:44|
01.011.9.0_V0|011.90|011.90|Tubercolosi polmonare non specificata|C|0|1|||||Tubercolosi polmonare non specificata||22/04/2010 17:44|
01.011.9.1_V0|011.91|011.91|Tubercolosi polmonare non specificata, esame batteriologico o istologico non effettuato|C|0|1|||||Tubercolosi polmonare non specificata, esame batteriologico o istologico non effettuato||22/04/2010 17:44|
01.011.9.2_V0|011.92|011.92|Tubercolosi polmonare non specificata, risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)|C|0|1|||||Tubercolosi polmonare non specificata, risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)||22/04/2010 17:44|
01.011.9.3_V0|011.93|011.93|Tubercolosi polmonare non specificata, esame microscopico dell’espettorato positivo|C|0|1|||||Tubercolosi polmonare non specificata, esame microscopico dell’espettorato positivo||22/04/2010 17:44|
01.011.9.4_V0|011.94|011.94|Tubercolosi polmonare non specificata, esame microscopico dell’espettorato negativo, ma con esame colturale positivo|C|0|1|||||Tubercolosi polmonare non specificata, esame microscopico dell’espettorato negativo, ma con esame colturale positivo||22/04/2010 17:44|
01.011.9.5_V0|011.95|011.95|Tubercolosi polmonare non specificata, esame batteriologico negativo, ma tubercolosi confermata istologicamente|C|0|1|||||Tubercolosi polmonare non specificata, esame batteriologico negativo, ma tubercolosi confermata istologicamente||22/04/2010 17:44|
01.011.9.6_V0|011.96|011.96|Tubercolosi polmonare non specificata, esami batteriologici o istologici negativi, ma tubercolosi confermata in laboratorio con altri metodi|C|0|1|||||Tubercolosi polmonare non specificata, esami batteriologici o istologici negativi, ma tubercolosi confermata in laboratorio con altri metodi||22/04/2010 17:44|
01.012_V0|012|012|Altre forme di tubercolosi dell’apparato respiratorio|S|0|1|||||Altre forme di tubercolosi dell’apparato respiratorio||22/04/2010 17:44|
01.012.0_V0|012.0|012.0|Pleurite tubercolare|S|0|1|||||Pleurite tubercolare||22/04/2010 17:44|
01.012.0.0_V0|012.00|012.00|Pleurite tubercolare, non specificata|C|0|1|||||Pleurite tubercolare, non specificata||22/04/2010 17:44|
01.012.0.1_V0|012.01|012.01|Pleurite tubercolare, esame batteriologico o istologico non effettuato|C|0|1|||||Pleurite tubercolare, esame batteriologico o istologico non effettuato||22/04/2010 17:44|
01.012.0.2_V0|012.02|012.02|Pleurite tubercolare, risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)|C|0|1|||||Pleurite tubercolare, risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)||22/04/2010 17:44|
01.012.0.3_V0|012.03|012.03|Pleurite tubercolare, esame microscopico dell’espettorato positivo|C|0|1|||||Pleurite tubercolare, esame microscopico dell’espettorato positivo||22/04/2010 17:44|
01.012.0.4_V0|012.04|012.04|Pleurite tubercolare, esame microscopico dell’espettorato negativo, ma con esame colturale positivo|C|0|1|||||Pleurite tubercolare, esame microscopico dell’espettorato negativo, ma con esame colturale positivo||22/04/2010 17:44|
01.012.0.5_V0|012.05|012.05|Pleurite tubercolare, esame batteriologico negativo, ma tubercolosi confermata istologicamente|C|0|1|||||Pleurite tubercolare, esame batteriologico negativo, ma tubercolosi confermata istologicamente||22/04/2010 17:44|
01.012.0.6_V0|012.06|012.06|Pleurite tubercolare, esami batteriologici o istologici negativi, ma tubercolosi confermata in laboratorio con altri metodi|C|0|1|||||Pleurite tubercolare, esami batteriologici o istologici negativi, ma tubercolosi confermata in laboratorio con altri metodi||22/04/2010 17:44|
01.012.1_V0|012.1|012.1|Tubercolosi dei linfonodi intratoracici|S|0|1|||||Tubercolosi dei linfonodi intratoracici||22/04/2010 17:44|
01.012.1.0_V0|012.10|012.10|Tubercolosi dei linfonodi intratoracici, non specificata|C|0|1|||||Tubercolosi dei linfonodi intratoracici, non specificata||22/04/2010 17:44|
01.012.1.1_V0|012.11|012.11|Tubercolosi dei linfonodi intratoracici, esame batteriologico o istologico non effettuato|C|0|1|||||Tubercolosi dei linfonodi intratoracici, esame batteriologico o istologico non effettuato||22/04/2010 17:44|
01.012.1.2_V0|012.12|012.12|Tubercolosi dei linfonodi intratoracici, risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)|C|0|1|||||Tubercolosi dei linfonodi intratoracici, risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)||22/04/2010 17:44|
01.012.1.3_V0|012.13|012.13|Tubercolosi dei linfonodi intratoracici, esame microscopico dell’espettorato positivo|C|0|1|||||Tubercolosi dei linfonodi intratoracici, esame microscopico dell’espettorato positivo||22/04/2010 17:44|
01.012.1.4_V0|012.14|012.14|Tubercolosi dei linfonodi intratoracici, esame microscopico dell’espettorato negativo, ma con esame colturale positivo|C|0|1|||||Tubercolosi dei linfonodi intratoracici, esame microscopico dell’espettorato negativo, ma con esame colturale positivo||22/04/2010 17:44|
01.012.1.5_V0|012.15|012.15|Tubercolosi dei linfonodi intratoracici, esame batteriologico negativo, ma tubercolosi confermata istologicamente|C|0|1|||||Tubercolosi dei linfonodi intratoracici, esame batteriologico negativo, ma tubercolosi confermata istologicamente||22/04/2010 17:44|
01.012.1.6_V0|012.16|012.16|Tubercolosi dei linfonodi intratoracici, esami batteriologici o istologici negativi, ma tubercolosi confermata in laboratorio con altri metodi|C|0|1|||||Tubercolosi dei linfonodi intratoracici, esami batteriologici o istologici negativi, ma tubercolosi confermata in laboratorio con altri metodi||22/04/2010 17:44|
01.012.2_V0|012.2|012.2|Tubercolosi isolata della trachea e dei bronchi|S|0|1|||||Tubercolosi isolata della trachea e dei bronchi||22/04/2010 17:44|
01.012.2.0_V0|012.20|012.20|Tubercolosi isolata della trachea e dei bronchi, non specificata|C|0|1|||||Tubercolosi isolata della trachea e dei bronchi, non specificata||22/04/2010 17:44|
01.012.2.1_V0|012.21|012.21|Tubercolosi isolata della trachea e dei bronchi, esame batteriologico o istologico non effettuato|C|0|1|||||Tubercolosi isolata della trachea e dei bronchi, esame batteriologico o istologico non effettuato||22/04/2010 17:44|
01.012.2.2_V0|012.22|012.22|Tubercolosi isolata della trachea e dei bronchi, risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)|C|0|1|||||Tubercolosi isolata della trachea e dei bronchi, risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)||22/04/2010 17:44|
01.012.2.3_V0|012.23|012.23|Tubercolosi isolata della trachea e dei bronchi, esame microscopico dell’espettorato positivo|C|0|1|||||Tubercolosi isolata della trachea e dei bronchi, esame microscopico dell’espettorato positivo||22/04/2010 17:44|
01.012.2.4_V0|012.24|012.24|Tubercolosi isolata della trachea e dei bronchi, esame microscopico dell’espettorato negativo, ma con esame colturale positivo|C|0|1|||||Tubercolosi isolata della trachea e dei bronchi, esame microscopico dell’espettorato negativo, ma con esame colturale positivo||22/04/2010 17:44|
01.012.2.5_V0|012.25|012.25|Tubercolosi isolata della trachea e dei bronchi, esame batteriologico negativo, ma tubercolosi confermata istologicamente|C|0|1|||||Tubercolosi isolata della trachea e dei bronchi, esame batteriologico negativo, ma tubercolosi confermata istologicamente||22/04/2010 17:44|
01.012.2.6_V0|012.26|012.26|Tubercolosi isolata della trachea e dei bronchi, esami batteriologici o istologici negativi, ma tubercolosi confermata in laboratorio con altri metodi|C|0|1|||||Tubercolosi isolata della trachea e dei bronchi, esami batteriologici o istologici negativi, ma tubercolosi confermata in laboratorio con altri metodi||22/04/2010 17:44|
