#CODEVALUEMODEL=CodeValueIcd9|CODESYSTEMID=2.16.840.1.113883.6.104|CODESYSTEMNAME=ICD9PROC|CODESYSTEMDISPLAYNAME=ICD9 PRESTAZIONI|VERSION=2002|DESCRIPTION=ICD9 Procedure Codes|LANGUAGE=it|AUTHORITYNAME=National Center for Health Statistics|AUTHORITYDESCRIPTION=World Health Organization|AUTHORITYCONTACTINFORMATION=http://www.cdc.gov/nchs/icd9.htm|VALIDFROM=22/04/2010 10:22
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|STATUS|TRANSLATION[de]|TRANSLATION[en]|TRANSLATION[it]|RELATION[CodeValuePhi]|VALID FROM|VALID TO
05.1_V2002|05.1|Procedure diagnostiche sui nervi o sui gangli simpatici|Procedure diagnostiche sui nervi o sui gangli simpatici|S|0|1|||Procedure diagnostiche sui nervi o sui gangli simpatici||22/04/2010 10:22|
05.1.1_V2002|05.11|Biopsia di nervi o di gangli simpatici|Biopsia di nervi o di gangli simpatici|C|0|1|||Biopsia di nervi o di gangli simpatici||22/04/2010 10:22|
05.1.9_V2002|05.19|Altre procedure diagnostiche sui nervi o sui gangli simpatici|Altre procedure diagnostiche sui nervi o sui gangli simpatici|C|0|1|||Altre procedure diagnostiche sui nervi o sui gangli simpatici||22/04/2010 10:22|
05.2_V2002|05.2|Simpatectomia|Simpatectomia|S|0|1|||Simpatectomia||22/04/2010 10:22|
05.2.1_V2002|05.21|Gangliectomia sfenopalatina|Gangliectomia sfenopalatina|C|0|1|||Gangliectomia sfenopalatina||22/04/2010 10:22|
05.2.2_V2002|05.22|Simpatectomia cervicale|Simpatectomia cervicale|C|0|1|||Simpatectomia cervicale||22/04/2010 10:22|
05.2.3_V2002|05.23|Simpatectomia lombare|Simpatectomia lombare|C|0|1|||Simpatectomia lombare||22/04/2010 10:22|
05.2.4_V2002|05.24|Simpatectomia presacrale|Simpatectomia presacrale|C|0|1|||Simpatectomia presacrale||22/04/2010 10:22|
05.2.5_V2002|05.25|Simpatectomia periarteriosa|Simpatectomia periarteriosa|C|0|1|||Simpatectomia periarteriosa||22/04/2010 10:22|
05.2.9_V2002|05.29|Altre simpatectomie e gangliectomie|Altre simpatectomie e gangliectomie|C|0|1|||Altre simpatectomie e gangliectomie||22/04/2010 10:22|
05.3_V2002|05.3|Iniezione in nervi o gangli simpatici|Iniezione in nervi o gangli simpatici|S|0|1|||Iniezione in nervi o gangli simpatici||22/04/2010 10:22|
05.3.1_V2002|05.31|Iniezione di anestetico nei nervi simpatici per analgesia|Iniezione di anestetico nei nervi simpatici per analgesia|C|0|1|||Iniezione di anestetico nei nervi simpatici per analgesia||22/04/2010 10:22|
05.3.2_V2002|05.32|Iniezione di agenti neurolitici nei nervi simpatici|Iniezione di agenti neurolitici nei nervi simpatici|C|0|1|||Iniezione di agenti neurolitici nei nervi simpatici||22/04/2010 10:22|
05.3.9_V2002|05.39|Altra iniezione in nervi o gangli simpatici|Altra iniezione in nervi o gangli simpatici|C|0|1|||Altra iniezione in nervi o gangli simpatici||22/04/2010 10:22|
05.8_V2002|05.8|Altri interventi su nervi o su gangli simpatici|Altri interventi su nervi o su gangli simpatici|S|0|1|||Altri interventi su nervi o su gangli simpatici||22/04/2010 10:22|
05.8.1_V2002|05.81|Riparazione di nervi o gangli simpatici|Riparazione di nervi o gangli simpatici|C|0|1|||Riparazione di nervi o gangli simpatici||22/04/2010 10:22|
05.8.9_V2002|05.89|Altri interventi su nervi simpatici|Altri interventi su nervi simpatici|C|0|1|||Altri interventi su nervi simpatici||22/04/2010 10:22|
05.9_V2002|05.9|Altri interventi sul sistema nervoso|Altri interventi sul sistema nervoso|S|0|1|||Altri interventi sul sistema nervoso||22/04/2010 10:22|
06_V2002|-|Interventi sulla tiroide e sulle paratiroidi|Interventi sulla tiroide e sulle paratiroidi|T|0|1|||Interventi sulla tiroide e sulle paratiroidi||22/04/2010 10:22|
06.0_V2002|06.0|Incisione della regione tiroidea|Incisione della regione tiroidea|S|0|1|||Incisione della regione tiroidea||22/04/2010 10:22|
06.0.1_V2002|06.01|Aspirazione nella regione tiroidea|Aspirazione nella regione tiroidea|C|0|1|||Aspirazione nella regione tiroidea||22/04/2010 10:22|
06.0.2_V2002|06.02|Riapertura di ferita della regione tiroidea|Riapertura di ferita della regione tiroidea|C|0|1|||Riapertura di ferita della regione tiroidea||22/04/2010 10:22|
06.0.9_V2002|06.09|Altra incisione della regione tiroidea|Altra incisione della regione tiroidea|C|0|1|||Altra incisione della regione tiroidea||22/04/2010 10:22|
06.1_V2002|06.1|Procedure diagnostiche sulla tiroide e sulle paratiroidi|Procedure diagnostiche sulla tiroide e sulle paratiroidi|S|0|1|||Procedure diagnostiche sulla tiroide e sulle paratiroidi||22/04/2010 10:22|
06.1.1_V2002|06.11|Biopsia [percutanea] [agobiopsia] della tiroide|Biopsia [percutanea] [agobiopsia] della tiroide|C|0|1|||Biopsia [percutanea] [agobiopsia] della tiroide||22/04/2010 10:22|
06.1.2_V2002|06.12|Biopsia a cielo aperto della tiroide|Biopsia a cielo aperto della tiroide|C|0|1|||Biopsia a cielo aperto della tiroide||22/04/2010 10:22|
06.1.3_V2002|06.13|Biopsia delle paratiroidi|Biopsia delle paratiroidi|C|0|1|||Biopsia delle paratiroidi||22/04/2010 10:22|
06.1.9_V2002|06.19|Altra procedura diagnostica sulla tiroide o sulle paratiroidi|Altra procedura diagnostica sulla tiroide o sulle paratiroidi|C|0|1|||Altra procedura diagnostica sulla tiroide o sulle paratiroidi||22/04/2010 10:22|
06.2_V2002|06.2|Lobectomia monolaterale della tiroide|Lobectomia monolaterale della tiroide|S|0|1|||Lobectomia monolaterale della tiroide||22/04/2010 10:22|
06.3_V2002|06.3|Altra tiroidectomia parziale|Altra tiroidectomia parziale|S|0|1|||Altra tiroidectomia parziale||22/04/2010 10:22|
06.3.1_V2002|06.31|Asportazione di lesione della tiroide|Asportazione di lesione della tiroide|C|0|1|||Asportazione di lesione della tiroide||22/04/2010 10:22|
06.3.9_V2002|06.39|Altra tiroidectomia parziale|Altra tiroidectomia parziale|C|0|1|||Altra tiroidectomia parziale||22/04/2010 10:22|
06.4_V2002|06.4|Tiroidectomia completa|Tiroidectomia completa|S|0|1|||Tiroidectomia completa||22/04/2010 10:22|
06.5_V2002|06.5|Tiroidectomia retrosternale|Tiroidectomia retrosternale|S|0|1|||Tiroidectomia retrosternale||22/04/2010 10:22|
06.5.0_V2002|06.50|Tiroidectomia retrosternale, SAI|Tiroidectomia retrosternale, SAI|C|0|1|||Tiroidectomia retrosternale, SAI||22/04/2010 10:22|
06.5.1_V2002|06.51|Tiroidectomia retrosternale parziale|Tiroidectomia retrosternale parziale|C|0|1|||Tiroidectomia retrosternale parziale||22/04/2010 10:22|
06.5.2_V2002|06.52|Tiroidectomia retrosternale completa|Tiroidectomia retrosternale completa|C|0|1|||Tiroidectomia retrosternale completa||22/04/2010 10:22|
06.6_V2002|06.6|Asportazione di tiroide linguale|Asportazione di tiroide linguale|S|0|1|||Asportazione di tiroide linguale||22/04/2010 10:22|
06.7_V2002|06.7|Asportazione del tratto o dotto tireoglosso|Asportazione del tratto o dotto tireoglosso|S|0|1|||Asportazione del tratto o dotto tireoglosso||22/04/2010 10:22|
06.8_V2002|06.8|Paratiroidectomia|Paratiroidectomia|S|0|1|||Paratiroidectomia||22/04/2010 10:22|
06.8.1_V2002|06.81|Paratiroidectomia completa|Paratiroidectomia completa|C|0|1|||Paratiroidectomia completa||22/04/2010 10:22|
06.8.9_V2002|06.89|Altra paratiroidectomia|Altra paratiroidectomia|C|0|1|||Altra paratiroidectomia||22/04/2010 10:22|
06.9_V2002|06.9|Altri interventi sulle regioni tiroidea e paratiroidea|Altri interventi sulle regioni tiroidea e paratiroidea|S|0|1|||Altri interventi sulle regioni tiroidea e paratiroidea||22/04/2010 10:22|
06.9.1_V2002|06.91|Sezione dell'istmo tiroideo|Sezione dell'istmo tiroideo|C|0|1|||Sezione dell'istmo tiroideo||22/04/2010 10:22|
06.9.2_V2002|06.92|Legatura dei vasi tiroidei|Legatura dei vasi tiroidei|C|0|1|||Legatura dei vasi tiroidei||22/04/2010 10:22|
06.9.3_V2002|06.93|Sutura della tiroide|Sutura della tiroide|C|0|1|||Sutura della tiroide||22/04/2010 10:22|
06.9.4_V2002|06.94|Reimpianto di tessuto tiroideo|Reimpianto di tessuto tiroideo|C|0|1|||Reimpianto di tessuto tiroideo||22/04/2010 10:22|
06.9.5_V2002|06.95|Reimpianto di tessuto paratiroideo|Reimpianto di tessuto paratiroideo|C|0|1|||Reimpianto di tessuto paratiroideo||22/04/2010 10:22|
06.9.8_V2002|06.98|Altri interventi sulla tiroide|Altri interventi sulla tiroide|C|0|1|||Altri interventi sulla tiroide||22/04/2010 10:22|
06.9.9_V2002|06.99|Altri interventi sulle paratiroidi|Altri interventi sulle paratiroidi|C|0|1|||Altri interventi sulle paratiroidi||22/04/2010 10:22|
07_V2002|-|Interventi su altre ghiandole endocrine|Interventi su altre ghiandole endocrine|T|0|1|||Interventi su altre ghiandole endocrine||22/04/2010 10:22|
07.0_V2002|07.0|Esplorazione della regione surrenalica|Esplorazione della regione surrenalica|S|0|1|||Esplorazione della regione surrenalica||22/04/2010 10:22|
07.0.0_V2002|07.00|Esplorazione della regione surrenalica non altrimenti specificata|Esplorazione della regione surrenalica non altrimenti specificata|C|0|1|||Esplorazione della regione surrenalica non altrimenti specificata||22/04/2010 10:22|
07.0.1_V2002|07.01|Esplorazione unilaterale della regione surrenalica|Esplorazione unilaterale della regione surrenalica|C|0|1|||Esplorazione unilaterale della regione surrenalica||22/04/2010 10:22|
07.0.2_V2002|07.02|Esplorazione bilaterale della regione surrenalica|Esplorazione bilaterale della regione surrenalica|C|0|1|||Esplorazione bilaterale della regione surrenalica||22/04/2010 10:22|
07.1_V2002|07.1|Procedure diagnostiche sulle ghiandole surrenali, ipofisi, ghiandola pineale e timo|Procedure diagnostiche sulle ghiandole surrenali, ipofisi, ghiandola pineale e timo|S|0|1|||Procedure diagnostiche sulle ghiandole surrenali, ipofisi, ghiandola pineale e timo||22/04/2010 10:22|
07.1.1_V2002|07.11|Biopsia [percutanea] [agobiopsia] delle ghiandole surrenali|Biopsia [percutanea] [agobiopsia] delle ghiandole surrenali|C|0|1|||Biopsia [percutanea] [agobiopsia] delle ghiandole surrenali||22/04/2010 10:22|
07.1.2_V2002|07.12|Biopsia a cielo aperto delle ghiandole surrenali|Biopsia a cielo aperto delle ghiandole surrenali|C|0|1|||Biopsia a cielo aperto delle ghiandole surrenali||22/04/2010 10:22|
07.1.3_V2002|07.13|Biopsia dell'ipofisi per via trans-frontale|Biopsia dell'ipofisi per via trans-frontale|C|0|1|||Biopsia dell'ipofisi per via trans-frontale||22/04/2010 10:22|
07.1.4_V2002|07.14|Biopsia dell'ipofisi per via trans-sfenoidale|Biopsia dell'ipofisi per via trans-sfenoidale|C|0|1|||Biopsia dell'ipofisi per via trans-sfenoidale||22/04/2010 10:22|
07.1.5_V2002|07.15|Biopsia dell'ipofisi per via non specificata|Biopsia dell'ipofisi per via non specificata|C|0|1|||Biopsia dell'ipofisi per via non specificata||22/04/2010 10:22|
07.1.6_V2002|07.16|Biopsia del timo|Biopsia del timo|C|0|1|||Biopsia del timo||22/04/2010 10:22|
07.1.7_V2002|07.17|Biopsia della ghiandola pineale|Biopsia della ghiandola pineale|C|0|1|||Biopsia della ghiandola pineale||22/04/2010 10:22|
07.1.9_V2002|07.19|Altre procedure diagnostiche sulle ghiandole surrenali, ipofisi, ghiandola pineale e timo|Altre procedure diagnostiche sulle ghiandole surrenali, ipofisi, ghiandola pineale e timo|C|0|1|||Altre procedure diagnostiche sulle ghiandole surrenali, ipofisi, ghiandola pineale e timo||22/04/2010 10:22|
07.2_V2002|07.2|Surrenectomia parziale|Surrenectomia parziale|S|0|1|||Surrenectomia parziale||22/04/2010 10:22|
07.2.1_V2002|07.21|Asportazione di lesione delle ghiandole surrenali|Asportazione di lesione delle ghiandole surrenali|C|0|1|||Asportazione di lesione delle ghiandole surrenali||22/04/2010 10:22|
07.2.2_V2002|07.22|Surrenectomia monolaterale|Surrenectomia monolaterale|C|0|1|||Surrenectomia monolaterale||22/04/2010 10:22|
07.2.9_V2002|07.29|Altra surrenectomia parziale|Altra surrenectomia parziale|C|0|1|||Altra surrenectomia parziale||22/04/2010 10:22|
07.3_V2002|07.3|Surrenectomia bilaterale|Surrenectomia bilaterale|S|0|1|||Surrenectomia bilaterale||22/04/2010 10:22|
07.4_V2002|07.4|Altri interventi su nervi, vasi e ghiandole surrenali|Altri interventi su nervi, vasi e ghiandole surrenali|S|0|1|||Altri interventi su nervi, vasi e ghiandole surrenali||22/04/2010 10:22|
07.4.1_V2002|07.41|Incisione delle ghiandole surrenali|Incisione delle ghiandole surrenali|C|0|1|||Incisione delle ghiandole surrenali||22/04/2010 10:22|
07.4.2_V2002|07.42|Sezione di nervi afferenti alle ghiandole surrenaliche|Sezione di nervi afferenti alle ghiandole surrenaliche|C|0|1|||Sezione di nervi afferenti alle ghiandole surrenaliche||22/04/2010 10:22|
07.4.3_V2002|07.43|Legatura di vasi delle ghiandole surrenali|Legatura di vasi delle ghiandole surrenali|C|0|1|||Legatura di vasi delle ghiandole surrenali||22/04/2010 10:22|
07.4.4_V2002|07.44|Riparazione delle ghiandole surrenali|Riparazione delle ghiandole surrenali|C|0|1|||Riparazione delle ghiandole surrenali||22/04/2010 10:22|
07.4.5_V2002|07.45|Reimpianto delle ghiandole surrenali|Reimpianto delle ghiandole surrenali|C|0|1|||Reimpianto delle ghiandole surrenali||22/04/2010 10:22|
07.4.9_V2002|07.49|Altri interventi su nervi, vasi e ghiandole surrenali|Altri interventi su nervi, vasi e ghiandole surrenali|C|0|1|||Altri interventi su nervi, vasi e ghiandole surrenali||22/04/2010 10:22|
07.5_V2002|07.5|Interventi sulla ghiandola pineale|Interventi sulla ghiandola pineale|S|0|1|||Interventi sulla ghiandola pineale||22/04/2010 10:22|
07.5.1_V2002|07.51|Esplorazione della regione pineale|Esplorazione della regione pineale|C|0|1|||Esplorazione della regione pineale||22/04/2010 10:22|
07.5.2_V2002|07.52|Incisione della ghiandola pineale|Incisione della ghiandola pineale|C|0|1|||Incisione della ghiandola pineale||22/04/2010 10:22|
07.5.3_V2002|07.53|Asportazione parziale della ghiandola pineale|Asportazione parziale della ghiandola pineale|C|0|1|||Asportazione parziale della ghiandola pineale||22/04/2010 10:22|
07.5.4_V2002|07.54|Asportazione della ghiandola pineale|Asportazione della ghiandola pineale|C|0|1|||Asportazione della ghiandola pineale||22/04/2010 10:22|
07.5.9_V2002|07.59|Altri interventi sulla ghiandola pineale|Altri interventi sulla ghiandola pineale|C|0|1|||Altri interventi sulla ghiandola pineale||22/04/2010 10:22|
07.6_V2002|07.6|Ipofisectomia|Ipofisectomia|S|0|1|||Ipofisectomia||22/04/2010 10:22|
07.6.1_V2002|07.61|Asportazione parziale dell'ipofisi, per via trans-frontale|Asportazione parziale dell'ipofisi, per via trans-frontale|C|0|1|||Asportazione parziale dell'ipofisi, per via trans-frontale||22/04/2010 10:22|
07.6.2_V2002|07.62|Asportazione parziale dell'ipofisi, per via trans-sfenoidale|Asportazione parziale dell'ipofisi, per via trans-sfenoidale|C|0|1|||Asportazione parziale dell'ipofisi, per via trans-sfenoidale||22/04/2010 10:22|
07.6.3_V2002|07.63|Asportazione parziale dell'ipofisi, per via non specificata|Asportazione parziale dell'ipofisi, per via non specificata|C|0|1|||Asportazione parziale dell'ipofisi, per via non specificata||22/04/2010 10:22|
07.6.4_V2002|07.64|Asportazione totale dell'ipofisi per via trans-frontale|Asportazione totale dell'ipofisi per via trans-frontale|C|0|1|||Asportazione totale dell'ipofisi per via trans-frontale||22/04/2010 10:22|
07.6.5_V2002|07.65|Asportazione totale dell'ipofisi per via trans-sfenoidale|Asportazione totale dell'ipofisi per via trans-sfenoidale|C|0|1|||Asportazione totale dell'ipofisi per via trans-sfenoidale||22/04/2010 10:22|
07.6.8_V2002|07.68|Asportazione totale dell'ipofisi, per altra via specificata|Asportazione totale dell'ipofisi, per altra via specificata|C|0|1|||Asportazione totale dell'ipofisi, per altra via specificata||22/04/2010 10:22|
07.6.9_V2002|07.69|Asportazione totale dell'ipofisi per via non specificata|Asportazione totale dell'ipofisi per via non specificata|C|0|1|||Asportazione totale dell'ipofisi per via non specificata||22/04/2010 10:22|
07.7_V2002|07.7|Altri interventi sull'ipofisi|Altri interventi sull'ipofisi|S|0|1|||Altri interventi sull'ipofisi||22/04/2010 10:22|
07.7.1_V2002|07.71|Esplorazione della fossa dell'ipofisi|Esplorazione della fossa dell'ipofisi|C|0|1|||Esplorazione della fossa dell'ipofisi||22/04/2010 10:22|
07.7.2_V2002|07.72|Incisione dell'ipofisi|Incisione dell'ipofisi|C|0|1|||Incisione dell'ipofisi||22/04/2010 10:22|
07.7.9_V2002|07.79|Altri interventi sull'ipofisi|Altri interventi sull'ipofisi|C|0|1|||Altri interventi sull'ipofisi||22/04/2010 10:22|
07.8_V2002|07.8|Timectomia|Timectomia|S|0|1|||Timectomia||22/04/2010 10:22|
07.8.0_V2002|07.80|Timectomia, SAI|Timectomia, SAI|C|0|1|||Timectomia, SAI||22/04/2010 10:22|
07.8.1_V2002|07.81|Asportazione parziale del timo|Asportazione parziale del timo|C|0|1|||Asportazione parziale del timo||22/04/2010 10:22|
07.8.2_V2002|07.82|Asportazione totale del timo|Asportazione totale del timo|C|0|1|||Asportazione totale del timo||22/04/2010 10:22|
07.9_V2002|07.9|Altri interventi sul timo|Altri interventi sul timo|S|0|1|||Altri interventi sul timo||22/04/2010 10:22|
07.9.1_V2002|07.91|Esplorazione dell'area timica|Esplorazione dell'area timica|C|0|1|||Esplorazione dell'area timica||22/04/2010 10:22|
07.9.2_V2002|07.92|Incisione del timo|Incisione del timo|C|0|1|||Incisione del timo||22/04/2010 10:22|
07.9.3_V2002|07.93|Riparazione del timo|Riparazione del timo|C|0|1|||Riparazione del timo||22/04/2010 10:22|
07.9.4_V2002|07.94|Trapianto del timo|Trapianto del timo|C|0|1|||Trapianto del timo||22/04/2010 10:22|
07.9.9_V2002|07.99|Altri interventi sul timo|Altri interventi sul timo|C|0|1|||Altri interventi sul timo||22/04/2010 10:22|
08_V2002|-|Interventi sulla palpebra|Interventi sulla palpebra|T|0|1|||Interventi sulla palpebra||22/04/2010 10:22|
08.0_V2002|08.0|Incisione della palpebra|Incisione della palpebra|S|0|1|||Incisione della palpebra||22/04/2010 10:22|
08.0.1_V2002|08.01|Incisione del margine palpebrale|Incisione del margine palpebrale|C|0|1|||Incisione del margine palpebrale||22/04/2010 10:22|
08.0.2_V2002|08.02|Apertura di blefarorrafia|Apertura di blefarorrafia|C|0|1|||Apertura di blefarorrafia||22/04/2010 10:22|
08.0.9_V2002|08.09|Altra incisione della palpebra|Altra incisione della palpebra|C|0|1|||Altra incisione della palpebra||22/04/2010 10:22|
08.1_V2002|08.1|Procedure diagnostiche sulla palpebra|Procedure diagnostiche sulla palpebra|S|0|1|||Procedure diagnostiche sulla palpebra||22/04/2010 10:22|
08.1.1_V2002|08.11|Biopsia della palpebra|Biopsia della palpebra|C|0|1|||Biopsia della palpebra||22/04/2010 10:22|
08.1.9_V2002|08.19|Altre procedure diagnostiche sulla palpebra|Altre procedure diagnostiche sulla palpebra|C|0|1|||Altre procedure diagnostiche sulla palpebra||22/04/2010 10:22|
08.2_V2002|08.2|Escissione o demolizione di lesione o tessuto della palpebra|Escissione o demolizione di lesione o tessuto della palpebra|S|0|1|||Escissione o demolizione di lesione o tessuto della palpebra||22/04/2010 10:22|
08.2.0_V2002|08.20|Rimozione di lesione della palpebra, SAI|Rimozione di lesione della palpebra, SAI|C|0|1|||Rimozione di lesione della palpebra, SAI||22/04/2010 10:22|
08.2.1_V2002|08.21|Asportazione di calazio|Asportazione di calazio|C|0|1|||Asportazione di calazio||22/04/2010 10:22|
08.2.2_V2002|08.22|Asportazione di altra piccola lesione della palpebra|Asportazione di altra piccola lesione della palpebra|C|0|1|||Asportazione di altra piccola lesione della palpebra||22/04/2010 10:22|
08.2.3_V2002|08.23|Asportazione di lesione estesa della palpebra non a tutto spessore|Asportazione di lesione estesa della palpebra non a tutto spessore|C|0|1|||Asportazione di lesione estesa della palpebra non a tutto spessore||22/04/2010 10:22|
