#CODEVALUEMODEL=CodeValueAteco|CODESYSTEMID=ATECO|CODESYSTEMNAME=ATECO|CODESYSTEMDISPLAYNAME=ATECO|VERSION=0|DESCRIPTION=ATECO|LANGUAGE=it|AUTHORITYNAME=ITAL-TBS S.P.A.|AUTHORITYDESCRIPTION=ITAL-TBS S.P.A.|AUTHORITYCONTACTINFORMATION=info@italtbs.com|VALIDFROM=01/01/2007 00:00|||||||
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|STATUS|KEYWORDS|EXTENSION[Abbreviation]|EXTENSION[Enable annotation]|EXTENSION[Score]|TRANSLATION[de]|TRANSLATION[en]|TRANSLATION[it]|RELATION[CodeValueCity]|RELATION[CodeValuePhi]|VALID FROM|VALID TO
A.02.3.0_V0|02.30|02.30|Raccolta di prodotti selvatici non legnosi|S|0|1|AZIENDE FORESTALI||||||Raccolta di prodotti selvatici non legnosi|||01/01/2007 00:00|
A.02.3.0.0_V0|02.30.0|02.30.0|Raccolta di prodotti selvatici non legnosi|S|0|1|AZIENDE FORESTALI||||||Raccolta di prodotti selvatici non legnosi|||01/01/2007 00:00|
A.02.3.0.0.0_V0|02.30.00|02.30.00|Raccolta di prodotti selvatici non legnosi|C|0|1|AZIENDE FORESTALI||||||Raccolta di prodotti selvatici non legnosi|||01/01/2007 00:00|
A.02.4_V0|02.4|02.4|SERVIZI DI SUPPORTO PER LA SILVICOLTURA|S|0|1|AZIENDE FORESTALI||||||SERVIZI DI SUPPORTO PER LA SILVICOLTURA|||01/01/2007 00:00|
A.02.4.0_V0|02.40|02.40|Servizi di supporto per la silvicoltura|S|0|1|AZIENDE FORESTALI||||||Servizi di supporto per la silvicoltura|||01/01/2007 00:00|
A.02.4.0.0_V0|02.40.0|02.40.0|Servizi di supporto per la silvicoltura|S|0|1|AZIENDE FORESTALI||||||Servizi di supporto per la silvicoltura|||01/01/2007 00:00|
A.02.4.0.0.0_V0|02.40.00|02.40.00|Servizi di supporto per la silvicoltura|C|0|1|AZIENDE FORESTALI||||||Servizi di supporto per la silvicoltura|||01/01/2007 00:00|
A.03_V0|03|03|PESCA E ACQUACOLTURA|S|0|1|PESCA||||||PESCA E ACQUACOLTURA|||01/01/2007 00:00|
A.03.1_V0|03.1|03.1|PESCA|S|0|1|PESCA||||||PESCA|||01/01/2007 00:00|
A.03.1.1_V0|03.11|03.11|Pesca marina|S|0|1|PESCA||||||Pesca marina|||01/01/2007 00:00|
A.03.1.1.0_V0|03.11.0|03.11.0|Pesca in acque marine e lagunari e servizi connessi|S|0|1|PESCA||||||Pesca in acque marine e lagunari e servizi connessi|||01/01/2007 00:00|
A.03.1.1.0.0_V0|03.11.00|03.11.00|Pesca in acque marine e lagunari e servizi connessi|C|0|1|PESCA||||||Pesca in acque marine e lagunari e servizi connessi|||01/01/2007 00:00|
A.03.1.2_V0|03.12|03.12|Pesca in acque dolci|S|0|1|PESCA||||||Pesca in acque dolci|||01/01/2007 00:00|
A.03.1.2.0_V0|03.12.0|03.12.0|Pesca in acque dolci e servizi connessi|S|0|1|PESCA||||||Pesca in acque dolci e servizi connessi|||01/01/2007 00:00|
A.03.1.2.0.0_V0|03.12.00|03.12.00|Pesca in acque dolci e servizi connessi|C|0|1|PESCA||||||Pesca in acque dolci e servizi connessi|||01/01/2007 00:00|
A.03.2_V0|03.2|03.2|ACQUACOLTURA|S|0|1|PESCA||||||ACQUACOLTURA|||01/01/2007 00:00|
A.03.2.1_V0|03.21|03.21|Acquacoltura marina|S|0|1|PESCA||||||Acquacoltura marina|||01/01/2007 00:00|
A.03.2.1.0_V0|03.21.0|03.21.0|Acquacoltura in acqua di mare, salmastra o lagunare e servizi connessi|S|0|1|PESCA||||||Acquacoltura in acqua di mare, salmastra o lagunare e servizi connessi|||01/01/2007 00:00|
A.03.2.1.0.0_V0|03.21.00|03.21.00|Acquacoltura in acqua di mare, salmastra o lagunare e servizi connessi|C|0|1|PESCA||||||Acquacoltura in acqua di mare, salmastra o lagunare e servizi connessi|||01/01/2007 00:00|
A.03.2.2_V0|03.22|03.22|Acquacoltura in acque dolci|S|0|1|PESCA||||||Acquacoltura in acque dolci|||01/01/2007 00:00|
A.03.2.2.0_V0|03.22.0|03.22.0|Acquacoltura in acque dolci e servizi connessi|S|0|1|PESCA||||||Acquacoltura in acque dolci e servizi connessi|||01/01/2007 00:00|
A.03.2.2.0.0_V0|03.22.00|03.22.00|Acquacoltura in acque dolci e servizi connessi|C|0|1|PESCA||||||Acquacoltura in acque dolci e servizi connessi|||01/01/2007 00:00|
B_V0|B|B|ESTRAZIONE DI MINERALI DA CAVE E MINIERE|T|0|1|ESTRAZIONE MINERALI||||||ESTRAZIONE DI MINERALI DA CAVE E MINIERE|||01/01/2007 00:00|
B.05_V0|05|05|ESTRAZIONE DI CARBONE (ESCLUSA TORBA)|S|0|1|ESTRAZIONE MINERALI||||||ESTRAZIONE DI CARBONE (ESCLUSA TORBA)|||01/01/2007 00:00|
B.05.1_V0|05.1|05.1|ESTRAZIONE DI ANTRACITE|S|0|1|ESTRAZIONE MINERALI||||||ESTRAZIONE DI ANTRACITE|||01/01/2007 00:00|
B.05.1.0_V0|05.10|05.10|Estrazione di antracite|S|0|1|ESTRAZIONE MINERALI||||||Estrazione di antracite|||01/01/2007 00:00|
B.05.1.0.0_V0|05.10.0|05.10.0|Estrazione di antracite e litantrace|S|0|1|ESTRAZIONE MINERALI||||||Estrazione di antracite e litantrace|||01/01/2007 00:00|
B.05.1.0.0.0_V0|05.10.00|05.10.00|Estrazione di antracite e litantrace|C|0|1|ESTRAZIONE MINERALI||||||Estrazione di antracite e litantrace|||01/01/2007 00:00|
B.05.2_V0|05.2|05.2|ESTRAZIONE DI LIGNITE|S|0|1|ESTRAZIONE MINERALI||||||ESTRAZIONE DI LIGNITE|||01/01/2007 00:00|
B.05.2.0_V0|05.20|05.20|Estrazione di lignite|S|0|1|ESTRAZIONE MINERALI||||||Estrazione di lignite|||01/01/2007 00:00|
B.05.2.0.0_V0|05.20.0|05.20.0|Estrazione di lignite|S|0|1|ESTRAZIONE MINERALI||||||Estrazione di lignite|||01/01/2007 00:00|
B.05.2.0.0.0_V0|05.20.00|05.20.00|Estrazione di lignite|C|0|1|ESTRAZIONE MINERALI||||||Estrazione di lignite|||01/01/2007 00:00|
B.06_V0|06|06|ESTRAZIONE DI PETROLIO GREGGIO E DI GAS NATURALE|S|0|1|ESTRAZIONE MINERALI||||||ESTRAZIONE DI PETROLIO GREGGIO E DI GAS NATURALE|||01/01/2007 00:00|
B.06.1_V0|06.1|06.1|ESTRAZIONE DI PETROLIO GREGGIO|S|0|1|ESTRAZIONE MINERALI||||||ESTRAZIONE DI PETROLIO GREGGIO|||01/01/2007 00:00|
B.06.1.0_V0|06.10|06.10|Estrazione di petrolio greggio|S|0|1|ESTRAZIONE MINERALI||||||Estrazione di petrolio greggio|||01/01/2007 00:00|
B.06.1.0.0_V0|06.10.0|06.10.0|Estrazione di petrolio greggio|S|0|1|ESTRAZIONE MINERALI||||||Estrazione di petrolio greggio|||01/01/2007 00:00|
B.06.1.0.0.0_V0|06.10.00|06.10.00|Estrazione di petrolio greggio|C|0|1|ESTRAZIONE MINERALI||||||Estrazione di petrolio greggio|||01/01/2007 00:00|
B.06.2_V0|06.2|06.2|ESTRAZIONE DI GAS NATURALE|S|0|1|ESTRAZIONE MINERALI||||||ESTRAZIONE DI GAS NATURALE|||01/01/2007 00:00|
B.06.2.0_V0|06.20|06.20|Estrazione di gas naturale|S|0|1|ESTRAZIONE MINERALI||||||Estrazione di gas naturale|||01/01/2007 00:00|
B.06.2.0.0_V0|06.20.0|06.20.0|Estrazione di gas naturale|S|0|1|ESTRAZIONE MINERALI||||||Estrazione di gas naturale|||01/01/2007 00:00|
B.06.2.0.0.0_V0|06.20.00|06.20.00|Estrazione di gas naturale|C|0|1|ESTRAZIONE MINERALI||||||Estrazione di gas naturale|||01/01/2007 00:00|
B.07_V0|07|07|ESTRAZIONE DI MINERALI METALLIFERI|S|0|1|ESTRAZIONE MINERALI||||||ESTRAZIONE DI MINERALI METALLIFERI|||01/01/2007 00:00|
B.07.1_V0|07.1|07.1|ESTRAZIONE DI MINERALI METALLIFERI FERROSI|S|0|1|ESTRAZIONE MINERALI||||||ESTRAZIONE DI MINERALI METALLIFERI FERROSI|||01/01/2007 00:00|
B.07.1.0_V0|07.10|07.10|Estrazione di minerali metalliferi ferrosi|S|0|1|ESTRAZIONE MINERALI||||||Estrazione di minerali metalliferi ferrosi|||01/01/2007 00:00|
B.07.1.0.0_V0|07.10.0|07.10.0|Estrazione di minerali metalliferi ferrosi|S|0|1|ESTRAZIONE MINERALI||||||Estrazione di minerali metalliferi ferrosi|||01/01/2007 00:00|
B.07.1.0.0.0_V0|07.10.00|07.10.00|Estrazione di minerali metalliferi ferrosi|C|0|1|ESTRAZIONE MINERALI||||||Estrazione di minerali metalliferi ferrosi|||01/01/2007 00:00|
B.07.2_V0|07.2|07.2|ESTRAZIONE DI MINERALI METALLIFERI NON FERROSI|S|0|1|ESTRAZIONE MINERALI||||||ESTRAZIONE DI MINERALI METALLIFERI NON FERROSI|||01/01/2007 00:00|
B.07.2.1_V0|07.21|07.21|Estrazione di minerali di uranio e di torio|S|0|1|ESTRAZIONE MINERALI||||||Estrazione di minerali di uranio e di torio|||01/01/2007 00:00|
B.07.2.1.0_V0|07.21.0|07.21.0|Estrazione di minerali di uranio e di torio|S|0|1|ESTRAZIONE MINERALI||||||Estrazione di minerali di uranio e di torio|||01/01/2007 00:00|
B.07.2.1.0.0_V0|07.21.00|07.21.00|Estrazione di minerali di uranio e di torio|C|0|1|ESTRAZIONE MINERALI||||||Estrazione di minerali di uranio e di torio|||01/01/2007 00:00|
B.07.2.9_V0|07.29|07.29|Estrazione di altri minerali metalliferi non ferrosi|S|0|1|ESTRAZIONE MINERALI||||||Estrazione di altri minerali metalliferi non ferrosi|||01/01/2007 00:00|
B.07.2.9.0_V0|07.29.0|07.29.0|Estrazione di altri minerali metalliferi non ferrosi|S|0|1|ESTRAZIONE MINERALI||||||Estrazione di altri minerali metalliferi non ferrosi|||01/01/2007 00:00|
B.07.2.9.0.0_V0|07.29.00|07.29.00|Estrazione di altri minerali metalliferi non ferrosi|C|0|1|ESTRAZIONE MINERALI||||||Estrazione di altri minerali metalliferi non ferrosi|||01/01/2007 00:00|
B.08_V0|08|08|ALTRE ATTIVITÀ DI ESTRAZIONE DI MINERALI DA CAVE E MINIERE|S|0|1|ESTRAZIONE MINERALI||||||ALTRE ATTIVITÀ DI ESTRAZIONE DI MINERALI DA CAVE E MINIERE|||01/01/2007 00:00|
B.08.1_V0|08.1|08.1|ESTRAZIONE DI PIETRA, SABBIA E ARGILLA|S|0|1|ESTRAZIONE MINERALI||||||ESTRAZIONE DI PIETRA, SABBIA E ARGILLA|||01/01/2007 00:00|
B.08.1.1_V0|08.11|08.11|Estrazione di pietre ornamentali e da costruzione, calcare, pietra da gesso, creta e ardesia|S|0|1|ESTRAZIONE MINERALI||||||Estrazione di pietre ornamentali e da costruzione, calcare, pietra da gesso, creta e ardesia|||01/01/2007 00:00|
B.08.1.1.0_V0|08.11.0|08.11.0|Estrazione di pietre ornamentali e da costruzione, calcare, pietra da gesso, creta e ardesia|S|0|1|ESTRAZIONE MINERALI||||||Estrazione di pietre ornamentali e da costruzione, calcare, pietra da gesso, creta e ardesia|||01/01/2007 00:00|
B.08.1.1.0.0_V0|08.11.00|08.11.00|Estrazione di pietre ornamentali e da costruzione, calcare, pietra da gesso, creta e ardesia|C|0|1|ESTRAZIONE MINERALI||||||Estrazione di pietre ornamentali e da costruzione, calcare, pietra da gesso, creta e ardesia|||01/01/2007 00:00|
B.08.1.2_V0|08.12|08.12|Estrazione di ghiaia e sabbia; estrazione di argille e caolino|S|0|1|ESTRAZIONE MINERALI||||||Estrazione di ghiaia e sabbia; estrazione di argille e caolino|||01/01/2007 00:00|
B.08.1.2.0_V0|08.12.0|08.12.0|Estrazione di ghiaia, sabbia; estrazione di argille e caolino|S|0|1|ESTRAZIONE MINERALI||||||Estrazione di ghiaia, sabbia; estrazione di argille e caolino|||01/01/2007 00:00|
B.08.1.2.0.0_V0|08.12.00|08.12.00|Estrazione di ghiaia, sabbia; estrazione di argille e caolino|C|0|1|ESTRAZIONE MINERALI||||||Estrazione di ghiaia, sabbia; estrazione di argille e caolino|||01/01/2007 00:00|
B.08.9_V0|08.9|08.9|ESTRAZIONE DI MINERALI DA CAVE E MINIERE NCA|S|0|1|ESTRAZIONE MINERALI||||||ESTRAZIONE DI MINERALI DA CAVE E MINIERE NCA|||01/01/2007 00:00|
B.08.9.1_V0|08.91|08.91|Estrazione di minerali per l'industria chimica e per la produzione di fertilizzanti|S|0|1|ESTRAZIONE MINERALI||||||Estrazione di minerali per l'industria chimica e per la produzione di fertilizzanti|||01/01/2007 00:00|
B.08.9.1.0_V0|08.91.0|08.91.0|Estrazione di minerali per l'industria chimica e per la produzione di fertilizzanti|S|0|1|ESTRAZIONE MINERALI||||||Estrazione di minerali per l'industria chimica e per la produzione di fertilizzanti|||01/01/2007 00:00|
B.08.9.1.0.0_V0|08.91.00|08.91.00|Estrazione di minerali per l'industria chimica e per la produzione di fertilizzanti|C|0|1|ESTRAZIONE MINERALI||||||Estrazione di minerali per l'industria chimica e per la produzione di fertilizzanti|||01/01/2007 00:00|
B.08.9.2_V0|08.92|08.92|Estrazione di torba|S|0|1|ESTRAZIONE MINERALI||||||Estrazione di torba|||01/01/2007 00:00|
B.08.9.2.0_V0|08.92.0|08.92.0|Estrazione di torba|S|0|1|ESTRAZIONE MINERALI||||||Estrazione di torba|||01/01/2007 00:00|
B.08.9.2.0.0_V0|08.92.00|08.92.00|Estrazione di torba|C|0|1|ESTRAZIONE MINERALI||||||Estrazione di torba|||01/01/2007 00:00|
B.08.9.3_V0|08.93|08.93|Estrazione di sale|S|0|1|ESTRAZIONE MINERALI||||||Estrazione di sale|||01/01/2007 00:00|
B.08.9.3.0_V0|08.93.0|08.93.0|Estrazione di sale|S|0|1|ESTRAZIONE MINERALI||||||Estrazione di sale|||01/01/2007 00:00|
B.08.9.3.0.0_V0|08.93.00|08.93.00|Estrazione di sale|C|0|1|ESTRAZIONE MINERALI||||||Estrazione di sale|||01/01/2007 00:00|
B.08.9.9_V0|08.99|08.99|Estrazione di altri minerali da cave e miniere nca|S|0|1|ESTRAZIONE MINERALI||||||Estrazione di altri minerali da cave e miniere nca|||01/01/2007 00:00|
B.08.9.9.0_V0|08.99.0|08.99.0|Estrazione di altri minerali nca|S|0|1|ESTRAZIONE MINERALI||||||Estrazione di altri minerali nca|||01/01/2007 00:00|
B.08.9.9.0.1_V0|08.99.01|08.99.01|Estrazione di asfalto e bitume naturale|C|0|1|ESTRAZIONE MINERALI||||||Estrazione di asfalto e bitume naturale|||01/01/2007 00:00|
B.08.9.9.0.9_V0|08.99.09|08.99.09|Estrazione di pomice e di altri minerali nca|C|0|1|ESTRAZIONE MINERALI||||||Estrazione di pomice e di altri minerali nca|||01/01/2007 00:00|
B.09_V0|09|09|ATTIVITÀ DEI SERVIZI DI SUPPORTO ALL'ESTRAZIONE|S|0|1|ESTRAZIONE MINERALI||||||ATTIVITÀ DEI SERVIZI DI SUPPORTO ALL'ESTRAZIONE|||01/01/2007 00:00|
B.09.1_V0|09.1|09.1|ATTIVITÀ DI SUPPORTO ALL'ESTRAZIONE DI PETROLIO E DI GAS NATURALE|S|0|1|ESTRAZIONE MINERALI||||||ATTIVITÀ DI SUPPORTO ALL'ESTRAZIONE DI PETROLIO E DI GAS NATURALE|||01/01/2007 00:00|
B.09.1.0_V0|09.10|09.10|Attività di supporto all'estrazione di petrolio e di gas naturale|S|0|1|ESTRAZIONE MINERALI||||||Attività di supporto all'estrazione di petrolio e di gas naturale|||01/01/2007 00:00|
B.09.1.0.0_V0|09.10.0|09.10.0|Attività di supporto all'estrazione di petrolio e di gas naturale|S|0|1|ESTRAZIONE MINERALI||||||Attività di supporto all'estrazione di petrolio e di gas naturale|||01/01/2007 00:00|
B.09.1.0.0.0_V0|09.10.00|09.10.00|Attività di supporto all'estrazione di petrolio e di gas naturale|C|0|1|ESTRAZIONE MINERALI||||||Attività di supporto all'estrazione di petrolio e di gas naturale|||01/01/2007 00:00|
B.09.9_V0|09.9|09.9|ATTIVITÀ DI SUPPORTO PER L'ESTRAZIONE DA CAVE E MINIERE DI ALTRI MINERALI|S|0|1|ESTRAZIONE MINERALI||||||ATTIVITÀ DI SUPPORTO PER L'ESTRAZIONE DA CAVE E MINIERE DI ALTRI MINERALI|||01/01/2007 00:00|
B.09.9.0_V0|09.90|09.90|Attività di supporto per l'estrazione da cave e miniere di altri minerali|S|0|1|ESTRAZIONE MINERALI||||||Attività di supporto per l'estrazione da cave e miniere di altri minerali|||01/01/2007 00:00|
B.09.9.0.0_V0|09.90.0|09.90.0|Attività di supporto per l'estrazione da cave e miniere di altri minerali|S|0|1|ESTRAZIONE MINERALI||||||Attività di supporto per l'estrazione da cave e miniere di altri minerali|||01/01/2007 00:00|
B.09.9.0.0.1_V0|09.90.01|09.90.01|Attività di supporto all'estrazione di pietre ornamentali, da costruzione, da gesso, di anidrite, per calce e cementi, di dolomite, di ardesia, di ghiaia e sabbia, di argilla, di caolino, di pomice|C|0|1|ESTRAZIONI MINERALI||||||Attività di supporto all'estrazione di pietre ornamentali, da costruzione, da gesso, di anidrite, per calce e cementi, di dolomite, di ardesia, di ghiaia e sabbia, di argilla, di caolino, di pomice|||01/01/2007 00:00|
B.09.9.0.0.9_V0|09.90.09|09.90.09|Attività di supporto all'estrazione di altri minerali nca|C|0|1|ESTRAZIONI MINERALI||||||Attività di supporto all'estrazione di altri minerali nca|||01/01/2007 00:00|
C_V0|C|C|ATTIVITÀ MANIFATTURIERE|T|0|1|||||||ATTIVITÀ MANIFATTURIERE|||01/01/2007 00:00|
C.10_V0|10|10|INDUSTRIE ALIMENTARI|S|0|1|INDUSTRIA ALIMENTARE||||||INDUSTRIE ALIMENTARI|||01/01/2007 00:00|
C.10.1_V0|10.1|10.1|LAVORAZIONE E CONSERVAZIONE DI CARNE E PRODUZIONE DI PRODOTTI A BASE DI CARNE|S|0|1|INDUSTRIA ALIMENTARE||||||LAVORAZIONE E CONSERVAZIONE DI CARNE E PRODUZIONE DI PRODOTTI A BASE DI CARNE|||01/01/2007 00:00|
C.10.1.1_V0|10.11|10.11|Lavorazione e conservazione di carne (escluso volatili)|S|0|1|INDUSTRIA ALIMENTARE||||||Lavorazione e conservazione di carne (escluso volatili)|||01/01/2007 00:00|
C.10.1.1.0_V0|10.11.0|10.11.0|Produzione di carne non di volatili e di prodotti della macellazione (attività dei mattatoi)|S|0|1|INDUSTRIA ALIMENTARE||||||Produzione di carne non di volatili e di prodotti della macellazione (attività dei mattatoi)|||01/01/2007 00:00|
C.10.1.1.0.0_V0|10.11.00|10.11.00|Produzione di carne non di volatili e di prodotti della macellazione (attività dei mattatoi)|C|0|1|INDUSTRIA ALIMENTARE||||||Produzione di carne non di volatili e di prodotti della macellazione (attività dei mattatoi)|||01/01/2007 00:00|
C.10.1.2_V0|10.12|10.12|Lavorazione e conservazione di carne di volatili|S|0|1|INDUSTRIA ALIMENTARE||||||Lavorazione e conservazione di carne di volatili|||01/01/2007 00:00|
C.10.1.2.0_V0|10.12.0|10.12.0|Produzione di carne di volatili e prodotti della loro macellazione (attività dei mattatoi)|S|0|1|INDUSTRIA ALIMENTARE||||||Produzione di carne di volatili e prodotti della loro macellazione (attività dei mattatoi)|||01/01/2007 00:00|
C.10.1.2.0.0_V0|10.12.00|10.12.00|Produzione di carne di volatili e prodotti della loro macellazione (attività dei mattatoi)|C|0|1|INDUSTRIA ALIMENTARE||||||Produzione di carne di volatili e prodotti della loro macellazione (attività dei mattatoi)|||01/01/2007 00:00|
C.10.1.3_V0|10.13|10.13|Produzione di prodotti a base di carne (inclusa la carne di volatili)|S|0|1|INDUSTRIA ALIMENTARE||||||Produzione di prodotti a base di carne (inclusa la carne di volatili)|||01/01/2007 00:00|
C.10.1.3.0_V0|10.13.0|10.13.0|Produzione di prodotti a base di carne (inclusa la carne di volatili)|S|0|1|INDUSTRIA ALIMENTARE||||||Produzione di prodotti a base di carne (inclusa la carne di volatili)|||01/01/2007 00:00|
C.10.1.3.0.0_V0|10.13.00|10.13.00|Produzione di prodotti a base di carne (inclusa la carne di volatili)|C|0|1|INDUSTRIA ALIMENTARE||||||Produzione di prodotti a base di carne (inclusa la carne di volatili)|||01/01/2007 00:00|
C.10.2_V0|10.2|10.2|LAVORAZIONE E CONSERVAZIONE DI PESCE, CROSTACEI E MOLLUSCHI|S|0|1|INDUSTRIA ALIMENTARE||||||LAVORAZIONE E CONSERVAZIONE DI PESCE, CROSTACEI E MOLLUSCHI|||01/01/2007 00:00|
C.10.2.0_V0|10.20|10.20|Lavorazione e conservazione di pesce, crostacei e molluschi|S|0|1|INDUSTRIA ALIMENTARE||||||Lavorazione e conservazione di pesce, crostacei e molluschi|||01/01/2007 00:00|
C.10.2.0.0_V0|10.20.0|10.20.0|Lavorazione e conservazione di pesce, crostacei e molluschi mediante surgelamento, salatura eccetera|S|0|1|INDUSTRIA ALIMENTARE||||||Lavorazione e conservazione di pesce, crostacei e molluschi mediante surgelamento, salatura eccetera|||01/01/2007 00:00|
C.10.2.0.0.0_V0|10.20.00|10.20.00|Lavorazione e conservazione di pesce, crostacei e molluschi mediante surgelamento, salatura eccetera|C|0|1|INDUSTRIA ALIMENTARE||||||Lavorazione e conservazione di pesce, crostacei e molluschi mediante surgelamento, salatura eccetera|||01/01/2007 00:00|
C.10.3_V0|10.3|10.3|LAVORAZIONE E CONSERVAZIONE DI FRUTTA E ORTAGGI|S|0|1|INDUSTRIA ALIMENTARE||||||LAVORAZIONE E CONSERVAZIONE DI FRUTTA E ORTAGGI|||01/01/2007 00:00|
C.10.3.1_V0|10.31|10.31|Lavorazione e conservazione delle patate|S|0|1|INDUSTRIA ALIMENTARE||||||Lavorazione e conservazione delle patate|||01/01/2007 00:00|
C.10.3.1.0_V0|10.31.0|10.31.0|Lavorazione e conservazione delle patate|S|0|1|INDUSTRIA ALIMENTARE||||||Lavorazione e conservazione delle patate|||01/01/2007 00:00|
C.10.3.1.0.0_V0|10.31.00|10.31.00|Lavorazione e conservazione delle patate|C|0|1|INDUSTRIA ALIMENTARE||||||Lavorazione e conservazione delle patate|||01/01/2007 00:00|
C.10.3.2_V0|10.32|10.32|Produzione di succhi di frutta e di ortaggi|S|0|1|INDUSTRIA ALIMENTARE||||||Produzione di succhi di frutta e di ortaggi|||01/01/2007 00:00|
C.10.3.2.0_V0|10.32.0|10.32.0|Produzione di succhi di frutta e di ortaggi|S|0|1|INDUSTRIA ALIMENTARE||||||Produzione di succhi di frutta e di ortaggi|||01/01/2007 00:00|
C.10.3.2.0.0_V0|10.32.00|10.32.00|Produzione di succhi di frutta e di ortaggi|C|0|1|INDUSTRIA ALIMENTARE||||||Produzione di succhi di frutta e di ortaggi|||01/01/2007 00:00|
C.10.3.9_V0|10.39|10.39|Altra Lavorazione e conservazione di frutta e di ortaggi|S|0|1|INDUSTRIA ALIMENTARE||||||Altra Lavorazione e conservazione di frutta e di ortaggi|||01/01/2007 00:00|
C.10.3.9.0_V0|10.39.0|10.39.0|Lavorazione e conservazione di frutta e di ortaggi (esclusi i succhi di frutta e di ortaggi)|S|0|1|INDUSTRIA ALIMENTARE||||||Lavorazione e conservazione di frutta e di ortaggi (esclusi i succhi di frutta e di ortaggi)|||01/01/2007 00:00|
C.10.3.9.0.0_V0|10.39.00|10.39.00|Lavorazione e conservazione di frutta e di ortaggi (esclusi i succhi di frutta e di ortaggi)|C|0|1|INDUSTRIA ALIMENTARE||||||Lavorazione e conservazione di frutta e di ortaggi (esclusi i succhi di frutta e di ortaggi)|||01/01/2007 00:00|
C.10.4_V0|10.4|10.4|PRODUZIONE DI OLI E GRASSI VEGETALI E ANIMALI|S|0|1|INDUSTRIA ALIMENTARE||||||PRODUZIONE DI OLI E GRASSI VEGETALI E ANIMALI|||01/01/2007 00:00|
C.10.4.1_V0|10.41|10.41|Produzione di oli e grassi|S|0|1|INDUSTRIA ALIMENTARE||||||Produzione di oli e grassi|||01/01/2007 00:00|
C.10.4.1.1_V0|10.41.1|10.41.1|Produzione di olio di oliva da olive prevalentemente non di produzione propria|S|0|1|INDUSTRIA ALIMENTARE||||||Produzione di olio di oliva da olive prevalentemente non di produzione propria|||01/01/2007 00:00|
C.10.4.1.1.0_V0|10.41.10|10.41.10|Produzione di olio di oliva da olive prevalentemente non di produzione propria|C|0|1|INDUSTRIA ALIMENTARE||||||Produzione di olio di oliva da olive prevalentemente non di produzione propria|||01/01/2007 00:00|
C.10.4.1.2_V0|10.41.2|10.41.2|Produzione di olio raffinato o grezzo da semi oleosi o frutti oleosi prevalentemente non di produzione propria|S|0|1|INDUSTRIA ALIMENTARE||||||Produzione di olio raffinato o grezzo da semi oleosi o frutti oleosi prevalentemente non di produzione propria|||01/01/2007 00:00|
C.10.4.1.2.0_V0|10.41.20|10.41.20|Produzione di olio raffinato o grezzo da semi oleosi o frutti oleosi prevalentemente non di produzione propria|C|0|1|INDUSTRIA ALIMENTARE||||||Produzione di olio raffinato o grezzo da semi oleosi o frutti oleosi prevalentemente non di produzione propria|||01/01/2007 00:00|
C.10.4.1.3_V0|10.41.3|10.41.3|Produzione di oli e grassi animali grezzi o raffinati|S|0|1|INDUSTRIA ALIMENTARE||||||Produzione di oli e grassi animali grezzi o raffinati|||01/01/2007 00:00|
C.10.4.1.3.0_V0|10.41.30|10.41.30|Produzione di oli e grassi animali grezzi o raffinati|C|0|1|INDUSTRIA ALIMENTARE||||||Produzione di oli e grassi animali grezzi o raffinati|||01/01/2007 00:00|
C.10.4.2_V0|10.42|10.42|Produzione di margarina e di grassi commestibili simili|S|0|1|INDUSTRIA ALIMENTARE||||||Produzione di margarina e di grassi commestibili simili|||01/01/2007 00:00|
C.10.4.2.0_V0|10.42.0|10.42.0|Produzione di margarina e di grassi commestibili simili|S|0|1|INDUSTRIA ALIMENTARE||||||Produzione di margarina e di grassi commestibili simili|||01/01/2007 00:00|
C.10.4.2.0.0_V0|10.42.00|10.42.00|Produzione di margarina e di grassi commestibili simili|C|0|1|INDUSTRIA ALIMENTARE||||||Produzione di margarina e di grassi commestibili simili|||01/01/2007 00:00|
C.10.5_V0|10.5|10.5|INDUSTRIA LATTIERO-CASEARIA|S|0|1|INDUSTRIA ALIMENTARE||||||INDUSTRIA LATTIERO-CASEARIA|||01/01/2007 00:00|
C.10.5.1_V0|10.51|10.51|Industria lattiero-casearia, trattamento igienico, conservazione del latte|S|0|1|INDUSTRIA ALIMENTARE||||||Industria lattiero-casearia, trattamento igienico, conservazione del latte|||01/01/2007 00:00|
C.10.5.1.1_V0|10.51.1|10.51.1|Trattamento igienico del latte|S|0|1|INDUSTRIA ALIMENTARE||||||Trattamento igienico del latte|||01/01/2007 00:00|
C.10.5.1.1.0_V0|10.51.10|10.51.10|Trattamento igienico del latte|C|0|1|INDUSTRIA ALIMENTARE||||||Trattamento igienico del latte|||01/01/2007 00:00|
C.10.5.1.2_V0|10.51.2|10.51.2|Produzione dei derivati del latte|S|0|1|INDUSTRIA ALIMENTARE||||||Produzione dei derivati del latte|||01/01/2007 00:00|
