#CODEVALUEMODEL=CodeValueInail|CODESYSTEMID=INAIL|CODESYSTEMNAME=INAIL|CODESYSTEMDISPLAYNAME=INAIL|VERSION=0|DESCRIPTION=INAIL|LANGUAGE=it|AUTHORITYNAME=ITAL-TBS S.P.A.|AUTHORITYDESCRIPTION=ITAL-TBS S.P.A.|AUTHORITYCONTACTINFORMATION=info@italtbs.com|VALIDFROM=01/01/2007 00:00|||||||
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|STATUS|KEYWORDS|EXTENSION[Abbreviation]|EXTENSION[Enable annotation]|EXTENSION[Score]|TRANSLATION[de]|TRANSLATION[en]|TRANSLATION[it]|RELATION[CodeValueCity]|RELATION[CodeValuePhi]|VALID FROM|VALID TO
A.0051.01_V0|A.0051.01_V0|A.0051.01_V0|sistemazione e manutenzione di -|C|0|1|7162||||||sistemazione e manutenzione di -|||01/01/2007 00:00|
A.0052_V0|A.0052_V0|A.0052_V0|ALABASTRO|C|0|1|7261||||||ALABASTRO|||01/01/2007 00:00|
A.0052.01_V0|A.0052.01_V0|A.0052.01_V0|estrazione|C|0|1|7262||||||estrazione|||01/01/2007 00:00|
A.0052.02_V0|A.0052.02_V0|A.0052.02_V0|segagione e lavorazione (da blocchi di cava)|C|0|1|7261||||||segagione e lavorazione (da blocchi di cava)|||01/01/2007 00:00|
A.0052.03_V0|A.0052.03_V0|A.0052.03_V0|lavorazione da lastre o altri semilavorati|C|0|1|7262||||||lavorazione da lastre o altri semilavorati|||01/01/2007 00:00|
A.0053_V0|A.0053_V0|A.0053_V0|ALAGGIO|S|0|1|||||||ALAGGIO|||01/01/2007 00:00|
A.0053.01_V0|A.0053.01_V0|A.0053.01_V0|di imbarcazioni, v. Rimessaggio|C|0|1|6240||||||di imbarcazioni, v. Rimessaggio|||01/01/2007 00:00|
A.0054_V0|A.0054_V0|A.0054_V0|ALBERI|C|0|1|2150||||||ALBERI|||01/01/2007 00:00|
A.0054.01_V0|A.0054.01_V0|A.0054.01_V0|motori, di trasmissione e simili|C|0|1|6240||||||motori, di trasmissione e simili|||01/01/2007 00:00|
A.0055_V0|A.0055_V0|A.0055_V0|ALBUMINE|C|0|1|1414||||||ALBUMINE|||01/01/2007 00:00|
A.0056_V0|A.0056_V0|A.0056_V0|ALCOOLI|C|0|1|2111||||||ALCOOLI|||01/01/2007 00:00|
A.0056.01_V0|A.0056.01_V0|A.0056.01_V0|produzione mediante fermentazione|C|0|1|2111||||||produzione mediante fermentazione|||01/01/2007 00:00|
A.0056.02_V0|A.0056.02_V0|A.0056.02_V0|metilico: per decomposizione pirogenica (legno e ligniti)|C|0|1|2111||||||metilico: per decomposizione pirogenica (legno e ligniti)|||01/01/2007 00:00|
A.0056.03_V0|A.0056.03_V0|A.0056.03_V0|produzione per sintesi|C|0|1|2111||||||produzione per sintesi|||01/01/2007 00:00|
A.0057_V0|A.0057_V0|A.0057_V0|ALDEIDI|C|0|1|2111||||||ALDEIDI|||01/01/2007 00:00|
A.0057.01_V0|A.0057.01_V0|A.0057.01_V0|produzione:|C|0|1|2111||||||produzione:|||01/01/2007 00:00|
A.0057.02.01_V0|A.0057.02.01_V0|A.0057.02.01_V0| - mediante distillazione|C|0|1|2161|||||| - mediante distillazione|||01/01/2007 00:00|
A.0057.03.02_V0|A.0057.03.02_V0|A.0057.03.02_V0| - mediante altri processi|C|0|1|2112|||||| - mediante altri processi|||01/01/2007 00:00|
A.0057.04.03_V0|A.0057.04.03_V0|A.0057.04.03_V0| - nella fabbricazione di colori|C|0|1|6321|||||| - nella fabbricazione di colori|||01/01/2007 00:00|
A.0057.05.04_V0|A.0057.05.04_V0|A.0057.05.04_V0| - nelle industrie farmaceutiche|C|0|1|6240|||||| - nelle industrie farmaceutiche|||01/01/2007 00:00|
A.0058_V0|A.0058_V0|A.0058_V0|ALESATRICI|C|0|1|6321||||||ALESATRICI|||01/01/2007 00:00|
A.0059_V0|A.0059_V0|A.0059_V0|ALESATURA|C|0|1|6240||||||ALESATURA|||01/01/2007 00:00|
A.0060_V0|A.0060_V0|A.0060_V0|ALIANTI|S|0|1|||||||ALIANTI|||01/01/2007 00:00|
A.0060.01_V0|A.0060.01_V0|A.0060.01_V0|v. Aerei|S|0|1|||||||v. Aerei|||01/01/2007 00:00|
A.0061_V0|A.0061_V0|A.0061_V0|ALIMENTARI|C|0|1|0120||||||ALIMENTARI|||01/01/2007 00:00|
A.0061.01_V0|A.0061.01_V0|A.0061.01_V0|sostanze; v. voci del Gruppo 1400|C|0|1|0130||||||sostanze; v. voci del Gruppo 1400|||01/01/2007 00:00|
A.0061.02_V0|A.0061.02_V0|A.0061.02_V0|vendita all'ingrosso con attrezzature meccaniche e termiche|C|0|1|0111||||||vendita all'ingrosso con attrezzature meccaniche e termiche|||01/01/2007 00:00|
A.0061.03_V0|A.0061.03_V0|A.0061.03_V0|vendita all'ingrosso senza attrezzature meccaniche e termiche|C|0|1|0130||||||vendita all'ingrosso senza attrezzature meccaniche e termiche|||01/01/2007 00:00|
A.0061.04_V0|A.0061.04_V0|A.0061.04_V0|vendita al dettaglio|C|0|1|6520||||||vendita al dettaglio|||01/01/2007 00:00|
A.0062_V0|A.0062_V0|A.0062_V0|ALIMENTAZIONE|S|0|1|||||||ALIMENTAZIONE|||01/01/2007 00:00|
A.0062.01_V0|A.0062.01_V0|A.0062.01_V0|organi per - di motori a combustione interna|C|0|1|1470||||||organi per - di motori a combustione interna|||01/01/2007 00:00|
A.0063_V0|A.0063_V0|A.0063_V0|ALIMENTI|C|0|1|1480||||||ALIMENTI|||01/01/2007 00:00|
A.0063.01_V0|A.0063.01_V0|A.0063.01_V0|speciali, omogeneizzati, per l'infanzia, ecc.|C|0|1|1470||||||speciali, omogeneizzati, per l'infanzia, ecc.|||01/01/2007 00:00|
A.0063.02_V0|A.0063.02_V0|A.0063.02_V0|per animali (foraggi)|C|0|1|1480||||||per animali (foraggi)|||01/01/2007 00:00|
A.0064_V0|A.0064_V0|A.0064_V0|ALLARME|C|0|1|6561||||||ALLARME|||01/01/2007 00:00|
A.0064.01_V0|A.0064.01_V0|A.0064.01_V0|impianti di - :|C|0|1|6563||||||impianti di - :|||01/01/2007 00:00|
A.0064.02.01_V0|A.0064.02.01_V0|A.0064.02.01_V0| - elettrici: costruzione in officina|C|0|1|3630|||||| - elettrici: costruzione in officina|||01/01/2007 00:00|
A.0064.03.02_V0|A.0064.03.02_V0|A.0064.03.02_V0| - elettronici: costruzione in officina|C|0|1|6590|||||| - elettronici: costruzione in officina|||01/01/2007 00:00|
A.0064.04.03_V0|A.0064.04.03_V0|A.0064.04.03_V0| - elettrici ed elettronici: installazione|C|0|1|3630|||||| - elettrici ed elettronici: installazione|||01/01/2007 00:00|
A.0064.05_V0|A.0064.05_V0|A.0064.05_V0|strumenti di - ad aria compressa o ad altro sistema|C|0|1|0560||||||strumenti di - ad aria compressa o ad altro sistema|||01/01/2007 00:00|
A.0065_V0|A.0065_V0|A.0065_V0|ALLESTIMENTO|C|0|1|6421||||||ALLESTIMENTO|||01/01/2007 00:00|
A.0065.01_V0|A.0065.01_V0|A.0065.01_V0|di luminarie|C|0|1|0550||||||di luminarie|||01/01/2007 00:00|
A.0065.02_V0|A.0065.02_V0|A.0065.02_V0|navale|C|0|1|6421||||||navale|||01/01/2007 00:00|
A.0065.03_V0|A.0065.03_V0|A.0065.03_V0|di vetrine|C|0|1|2111||||||di vetrine|||01/01/2007 00:00|
A.0066_V0|A.0066_V0|A.0066_V0|ALLUME|S|0|1|||||||ALLUME|||01/01/2007 00:00|
A.0066.01_V0|A.0066.01_V0|A.0066.01_V0|sali di -|C|0|1|7283||||||sali di -|||01/01/2007 00:00|
A.0067_V0|A.0067_V0|A.0067_V0|ALLUMINA|C|0|1|6122||||||ALLUMINA|||01/01/2007 00:00|
A.0067.01_V0|A.0067.01_V0|A.0067.01_V0|materiali refrattari in -|C|0|1|2111||||||materiali refrattari in -|||01/01/2007 00:00|
A.0067.02_V0|A.0067.02_V0|A.0067.02_V0|metallurgia|C|0|1|6122||||||metallurgia|||01/01/2007 00:00|
A.0068_V0|A.0068_V0|A.0068_V0|ALLUMINATI|C|0|1|2111||||||ALLUMINATI|||01/01/2007 00:00|
A.0069_V0|A.0069_V0|A.0069_V0|ALLUMINATURA|C|0|1|6282||||||ALLUMINATURA|||01/01/2007 00:00|
A.0069.01_V0|A.0069.01_V0|A.0069.01_V0|di oggetti metallici:|C|0|1|6283||||||di oggetti metallici:|||01/01/2007 00:00|
A.0069.02.01_V0|A.0069.02.01_V0|A.0069.02.01_V0| - per verniciatura|C|0|1|6291|||||| - per verniciatura|||01/01/2007 00:00|
A.0069.03.02_V0|A.0069.03.02_V0|A.0069.03.02_V0| - per immersione, per contatto (calorizzazione e diffusione), per vaporizzazione nel vuoto|C|0|1|7350|||||| - per immersione, per contatto (calorizzazione e diffusione), per vaporizzazione nel vuoto|||01/01/2007 00:00|
A.0069.04.03_V0|A.0069.04.03_V0|A.0069.04.03_V0| - per proiezione (schoopizzazione)|C|0|1|7360|||||| - per proiezione (schoopizzazione)|||01/01/2007 00:00|
A.0069.05_V0|A.0069.05_V0|A.0069.05_V0|del vetro piano|C|0|1|2221||||||del vetro piano|||01/01/2007 00:00|
A.0069.06_V0|A.0069.06_V0|A.0069.06_V0|del vetro cavo|C|0|1|2170||||||del vetro cavo|||01/01/2007 00:00|
A.0069.07_V0|A.0069.07_V0|A.0069.07_V0|della carta|C|0|1|2221||||||della carta|||01/01/2007 00:00|
A.0069.08_V0|A.0069.08_V0|A.0069.08_V0|con processi galvanici|C|0|1|6231||||||con processi galvanici|||01/01/2007 00:00|
A.0070_V0|A.0070_V0|A.0070_V0|ALLUMINIO|C|0|1|6122||||||ALLUMINIO|||01/01/2007 00:00|
A.0070.01_V0|A.0070.01_V0|A.0070.01_V0|conduttori elettrici in -|C|0|1|6122||||||conduttori elettrici in -|||01/01/2007 00:00|
A.0070.02_V0|A.0070.02_V0|A.0070.02_V0|lavorazione in fonderie o con laminatoi, magli e presse|C|0|1|6213||||||lavorazione in fonderie o con laminatoi, magli e presse|||01/01/2007 00:00|
A.0070.03_V0|A.0070.03_V0|A.0070.03_V0|metallurgia|C|0|1|6123||||||metallurgia|||01/01/2007 00:00|
A.0070.04_V0|A.0070.04_V0|A.0070.04_V0|costruzione di infissi in - |C|0|1|6291||||||costruzione di infissi in - |||01/01/2007 00:00|
A.0070.05_V0|A.0070.05_V0|A.0070.05_V0|trafilatura|C|0|1|6123||||||trafilatura|||01/01/2007 00:00|
A.0071_V0|A.0071_V0|A.0071_V0|ALLUMINOTERMIA|C|0|1|6122||||||ALLUMINOTERMIA|||01/01/2007 00:00|
A.0072_V0|A.0072_V0|A.0072_V0|ALPACCA|C|0|1|6251||||||ALPACCA|||01/01/2007 00:00|
A.0072.01_V0|A.0072.01_V0|A.0072.01_V0|metallurgia|C|0|1|6312||||||metallurgia|||01/01/2007 00:00|
A.0072.02_V0|A.0072.02_V0|A.0072.02_V0|posaterie, vasellame, ecc.|C|0|1|6251||||||posaterie, vasellame, ecc.|||01/01/2007 00:00|
A.0073_V0|A.0073_V0|A.0073_V0|ALTERNATORI|C|0|1|6581||||||ALTERNATORI|||01/01/2007 00:00|
A.0074_V0|A.0074_V0|A.0074_V0|ALTIFORNI|C|0|1|3630||||||ALTIFORNI|||01/01/2007 00:00|
A.0074.01_V0|A.0074.01_V0|A.0074.01_V0|costruzione|C|0|1|6520||||||costruzione|||01/01/2007 00:00|
A.0074.02_V0|A.0074.02_V0|A.0074.02_V0|manutenzione|C|0|1|6563||||||manutenzione|||01/01/2007 00:00|
A.0075_V0|A.0075_V0|A.0075_V0|ALTIMETRI|C|0|1|6563||||||ALTIMETRI|||01/01/2007 00:00|
A.0075.01_V0|A.0075.01_V0|A.0075.01_V0|elettronici|C|0|1|6563||||||elettronici|||01/01/2007 00:00|
A.0076_V0|A.0076_V0|A.0076_V0|ALTOPARLANTI|C|0|1|7350||||||ALTOPARLANTI|||01/01/2007 00:00|
A.0077_V0|A.0077_V0|A.0077_V0|AMALGAME|S|0|1|||||||AMALGAME|||01/01/2007 00:00|
A.0077.01_V0|A.0077.01_V0|A.0077.01_V0|argentatura di lastre da specchio con -|C|0|1|7350||||||argentatura di lastre da specchio con -|||01/01/2007 00:00|
A.0077.02_V0|A.0077.02_V0|A.0077.02_V0|per oreficeria e argenteria, v. voci del sottogruppo 6250|C|0|1|7263||||||per oreficeria e argenteria, v. voci del sottogruppo 6250|||01/01/2007 00:00|
A.0078_V0|A.0078_V0|A.0078_V0|AMBRA|C|0|1|5330||||||AMBRA|||01/01/2007 00:00|
A.0078.01_V0|A.0078.01_V0|A.0078.01_V0|lavorazione per gioielleria|C|0|1|7263||||||lavorazione per gioielleria|||01/01/2007 00:00|
A.0078.02_V0|A.0078.02_V0|A.0078.02_V0|oggetti torniti, intagliati, intarsiati|C|0|1|0311||||||oggetti torniti, intagliati, intarsiati|||01/01/2007 00:00|
A.0079_V0|A.0079_V0|A.0079_V0|AMBULATORI MEDICI|S|0|1|||||||AMBULATORI MEDICI|||01/01/2007 00:00|
A.0079.01_V0|A.0079.01_V0|A.0079.01_V0|personale degli -|C|0|1|6270||||||personale degli -|||01/01/2007 00:00|
A.0080_V0|A.0080_V0|A.0080_V0|AMI|C|0|1|2184||||||AMI|||01/01/2007 00:00|
A.0080.01_V0|A.0080.01_V0|A.0080.01_V0|da pesca|C|0|1|6270||||||da pesca|||01/01/2007 00:00|
A.0081_V0|A.0081_V0|A.0081_V0|AMIDO|C|0|1|2111||||||AMIDO|||01/01/2007 00:00|
A.0082_V0|A.0082_V0|A.0082_V0|AMILICO|C|0|1|2170||||||AMILICO|||01/01/2007 00:00|
A.0082.01_V0|A.0082.01_V0|A.0082.01_V0|alcool|C|0|1|2111||||||alcool|||01/01/2007 00:00|
A.0083_V0|A.0083_V0|A.0083_V0|AMMONIACA|C|0|1|2150||||||AMMONIACA|||01/01/2007 00:00|
A.0084_V0|A.0084_V0|A.0084_V0|AMMONIO|S|0|1|||||||AMMONIO|||01/01/2007 00:00|
A.0084.01_V0|A.0084.01_V0|A.0084.01_V0|nitrato e solfato di -|C|0|1|8112||||||nitrato e solfato di -|||01/01/2007 00:00|
A.0085_V0|A.0085_V0|A.0085_V0|AMMORBIDATURA|S|0|1|||||||AMMORBIDATURA|||01/01/2007 00:00|
A.0085.01_V0|A.0085.01_V0|A.0085.01_V0|di fibre tessili naturali|C|0|1|6240||||||di fibre tessili naturali|||01/01/2007 00:00|
A.0086_V0|A.0086_V0|A.0086_V0|AMMORTIZZATORI|C|0|1|6562||||||AMMORTIZZATORI|||01/01/2007 00:00|
A.0086.01_V0|A.0086.01_V0|A.0086.01_V0|telescopici|C|0|1|6240||||||telescopici|||01/01/2007 00:00|
A.0087_V0|A.0087_V0|A.0087_V0|AMPEROMETRI|C|0|1|6563||||||AMPEROMETRI|||01/01/2007 00:00|
A.0088_V0|A.0088_V0|A.0088_V0|AMPLIFICATORI|S|0|1|||||||AMPLIFICATORI|||01/01/2007 00:00|
A.0088.01_V0|A.0088.01_V0|A.0088.01_V0|elettronici|C|0|1|0612||||||elettronici|||01/01/2007 00:00|
A.0089_V0|A.0089_V0|A.0089_V0|ANALISI|S|0|1|||||||ANALISI|||01/01/2007 00:00|
A.0089.01_V0|A.0089.01_V0|A.0089.01_V0|laboratori di - chimiche e biologiche|C|0|1|0612||||||laboratori di - chimiche e biologiche|||01/01/2007 00:00|
A.0089.02_V0|A.0089.02_V0|A.0089.02_V0|chimiche e industriali in opifici e simili, v. voci relative alla produzione|C|0|1|2196||||||chimiche e industriali in opifici e simili, v. voci relative alla produzione|||01/01/2007 00:00|
A.0090_V0|A.0090_V0|A.0090_V0|ANCORIZZAZIONE|S|0|1|||||||ANCORIZZAZIONE|||01/01/2007 00:00|
A.0090.01_V0|A.0090.01_V0|A.0090.01_V0|di gomme per autoveicoli|C|0|1|6270||||||di gomme per autoveicoli|||01/01/2007 00:00|
A.0091_V0|A.0091_V0|A.0091_V0|ANELLI|C|0|1|2195||||||ANELLI|||01/01/2007 00:00|
A.0091.01_V0|A.0091.01_V0|A.0091.01_V0|in filo metallico|C|0|1|5225||||||in filo metallico|||01/01/2007 00:00|
A.0091.02_V0|A.0091.02_V0|A.0091.02_V0|in gomma o ebanite|C|0|1|2197||||||in gomma o ebanite|||01/01/2007 00:00|
A.0091.03_V0|A.0091.03_V0|A.0091.03_V0|in legno|C|0|1|6251 6252||||||in legno|||01/01/2007 00:00|
A.0091.04_V0|A.0091.04_V0|A.0091.04_V0|in materie plastiche|C|0|1|5330||||||in materie plastiche|||01/01/2007 00:00|
A.0091.05_V0|A.0091.05_V0|A.0091.05_V0|in metallo prezioso o imitazione|C|0|1|6251           6252||||||in metallo prezioso o imitazione|||01/01/2007 00:00|
A.0091.06_V0|A.0091.06_V0|A.0091.06_V0|in sostanze naturali o artificiali lavorabili come il legno|C|0|1|6520||||||in sostanze naturali o artificiali lavorabili come il legno|||01/01/2007 00:00|
A.0092_V0|A.0092_V0|A.0092_V0|ANEMOMETRI|C|0|1|6562||||||ANEMOMETRI|||01/01/2007 00:00|
A.0092.01_V0|A.0092.01_V0|A.0092.01_V0|- meccanici|C|0|1|6520||||||- meccanici|||01/01/2007 00:00|
A.0092.02_V0|A.0092.02_V0|A.0092.02_V0|- elettronici|C|0|1|2170||||||- elettronici|||01/01/2007 00:00|
A.0093_V0|A.0093_V0|A.0093_V0|ANIDRIDE|C|0|1|2170||||||ANIDRIDE|||01/01/2007 00:00|
A.0093.01_V0|A.0093.01_V0|A.0093.01_V0|carbonica|C|0|1|7161||||||carbonica|||01/01/2007 00:00|
A.0093.02_V0|A.0093.02_V0|A.0093.02_V0|solforosa|C|0|1|2161||||||solforosa|||01/01/2007 00:00|
A.0093.03_V0|A.0093.03_V0|A.0093.03_V0|captazione di - carbonica|C|0|1|7161||||||captazione di - carbonica|||01/01/2007 00:00|
A.0094_V0|A.0094_V0|A.0094_V0|ANILINA|C|0|1|2161||||||ANILINA|||01/01/2007 00:00|
A.0095_V0|A.0095_V0|A.0095_V0|ANIMALI|C|0|1|1200||||||ANIMALI|||01/01/2007 00:00|
A.0095.01_V0|A.0095.01_V0|A.0095.01_V0|lavorazione di pelli e altre spoglie di -, v. voci del Gruppo 2300|S|0|1|||||||lavorazione di pelli e altre spoglie di -, v. voci del Gruppo 2300|||01/01/2007 00:00|
A.0095.02_V0|A.0095.02_V0|A.0095.02_V0|mattazione e macellazione|C|0|1|7283||||||mattazione e macellazione|||01/01/2007 00:00|
A.0096_V0|A.0096_V0|A.0096_V0|ANIME|S|0|1|||||||ANIME|||01/01/2007 00:00|
A.0096.01_V0|A.0096.01_V0|A.0096.01_V0|per fonderia|C|0|1|2170||||||per fonderia|||01/01/2007 00:00|
A.0097_V0|A.0097_V0|A.0097_V0|ANODIZZAZIONE|S|0|1|||||||ANODIZZAZIONE|||01/01/2007 00:00|
A.0097.01_V0|A.0097.01_V0|A.0097.01_V0|dei metalli|C|0|1|3210||||||dei metalli|||01/01/2007 00:00|
A.0098_V0|A.0098_V0|A.0098_V0|ANTEMURALI|S|0|1|||||||ANTEMURALI|||01/01/2007 00:00|
A.0098.01_V0|A.0098.01_V0|A.0098.01_V0|(opere di difesa esterna dei porti)|C|0|1|3210||||||(opere di difesa esterna dei porti)|||01/01/2007 00:00|
A.0099_V0|A.0099_V0|A.0099_V0|ANTENNE|C|0|1|5221||||||ANTENNE|||01/01/2007 00:00|
A.0099.01_V0|A.0099.01_V0|A.0099.01_V0|per bandiere e simili:|C|0|1|6212||||||per bandiere e simili:|||01/01/2007 00:00|
A.0099.02.01_V0|A.0099.02.01_V0|A.0099.02.01_V0| - in legno|C|0|1|5221|||||| - in legno|||01/01/2007 00:00|
A.0099.03.02_V0|A.0099.03.02_V0|A.0099.03.02_V0| - in metallo|C|0|1|6212|||||| - in metallo|||01/01/2007 00:00|
A.0099.04_V0|A.0099.04_V0|A.0099.04_V0|radiotelevisive:|C|0|1|3410||||||radiotelevisive:|||01/01/2007 00:00|
A.0099.05.01_V0|A.0099.05.01_V0|A.0099.05.01_V0| - costruzione degli elementi |C|0|1|3630|||||| - costruzione degli elementi |||01/01/2007 00:00|
A.0099.06.02_V0|A.0099.06.02_V0|A.0099.06.02_V0| - installazione di tralicci per - di stazioni radiotelevisive e simili|C|0|1|2197|||||| - installazione di tralicci per - di stazioni radiotelevisive e simili|||01/01/2007 00:00|
A.0099.07.03_V0|A.0099.07.03_V0|A.0099.07.03_V0| - posa in opera su fabbricati di civile abitazione                                                  |C|0|1|3630|||||| - posa in opera su fabbricati di civile abitazione                                                  |||01/01/2007 00:00|
A.0099.08_V0|A.0099.08_V0|A.0099.08_V0|- in materiale composito|C|0|1|1111 1112||||||- in materiale composito|||01/01/2007 00:00|
A.0100_V0|A.0100_V0|A.0100_V0|ANTICRITTOGAMICI|C|0|1|2150||||||ANTICRITTOGAMICI|||01/01/2007 00:00|
A.0100.01_V0|A.0100.01_V0|A.0100.01_V0|impiego|C|0|1|1111          1112||||||impiego|||01/01/2007 00:00|
A.0100.02_V0|A.0100.02_V0|A.0100.02_V0|produzione|C|0|1|2111||||||produzione|||01/01/2007 00:00|
A.0101_V0|A.0101_V0|A.0101_V0|ANTIDETONANTI|S|0|1|||||||ANTIDETONANTI|||01/01/2007 00:00|
A.0101.01_V0|A.0101.01_V0|A.0101.01_V0|produzione|C|0|1|6122||||||produzione|||01/01/2007 00:00|
A.0102_V0|A.0102_V0|A.0102_V0|ANTIFRIZIONE|S|0|1|||||||ANTIFRIZIONE|||01/01/2007 00:00|
A.0102.01_V0|A.0102.01_V0|A.0102.01_V0|leghe|C|0|1|1111||||||leghe|||01/01/2007 00:00|
A.0103_V0|A.0103_V0|A.0103_V0|ANTIGRANDINE|S|0|1|||||||ANTIGRANDINE|||01/01/2007 00:00|
A.0103.01_V0|A.0103.01_V0|A.0103.01_V0|difesa -|C|0|1|6122||||||difesa -|||01/01/2007 00:00|
A.0104_V0|A.0104_V0|A.0104_V0|ANTIMONIO|S|0|1|||||||ANTIMONIO|||01/01/2007 00:00|
A.0104.01_V0|A.0104.01_V0|A.0104.01_V0|metallurgia e leghe|C|0|1|3630||||||metallurgia e leghe|||01/01/2007 00:00|
A.0105_V0|A.0105_V0|A.0105_V0|ANTINCENDIO|C|0|1|0710||||||ANTINCENDIO|||01/01/2007 00:00|
A.0105.01_V0|A.0105.01_V0|A.0105.01_V0|installazione di impianti -|C|0|1|3630||||||installazione di impianti -|||01/01/2007 00:00|
A.0105.02_V0|A.0105.02_V0|A.0105.02_V0|servizi -|C|0|1|0710||||||servizi -|||01/01/2007 00:00|
A.0106_V0|A.0106_V0|A.0106_V0|ANTIPARASSITARI|C|0|1|1111 1112||||||ANTIPARASSITARI|||01/01/2007 00:00|
A.0106.01_V0|A.0106.01_V0|A.0106.01_V0|impiego:|C|0|1|0422||||||impiego:|||01/01/2007 00:00|
A.0106.02.01_V0|A.0106.02.01_V0|A.0106.02.01_V0| - per scopi agricoli|C|0|1|2150|||||| - per scopi agricoli|||01/01/2007 00:00|
A.0106.03.02_V0|A.0106.03.02_V0|A.0106.03.02_V0| - per altri scopi|C|0|1|0422|||||| - per altri scopi|||01/01/2007 00:00|
A.0106.04_V0|A.0106.04_V0|A.0106.04_V0|produzione|C|0|1|8160||||||produzione|||01/01/2007 00:00|
A.0107_V0|A.0107_V0|A.0107_V0|ANTIPIEGA|S|0|1|||||||ANTIPIEGA|||01/01/2007 00:00|
A.0107.01_V0|A.0107.01_V0|A.0107.01_V0|trattamento - dei tessuti|C|0|1|2162||||||trattamento - dei tessuti|||01/01/2007 00:00|
A.0108_V0|A.0108_V0|A.0108_V0|ANTIRUGGINE|S|0|1|||||||ANTIRUGGINE|||01/01/2007 00:00|
A.0108.01_V0|A.0108.01_V0|A.0108.01_V0|vernici|C|0|1|1411||||||vernici|||01/01/2007 00:00|
A.0109_V0|A.0109_V0|A.0109_V0|APERITIVI|C|0|1|1413||||||APERITIVI|||01/01/2007 00:00|
A.0109.01_V0|A.0109.01_V0|A.0109.01_V0|analcolici|C|0|1|1414||||||analcolici|||01/01/2007 00:00|
A.0109.02_V0|A.0109.02_V0|A.0109.02_V0|a base di vino|C|0|1|1413||||||a base di vino|||01/01/2007 00:00|
A.0109.03_V0|A.0109.03_V0|A.0109.03_V0|alcolici non a base di vino|C|0|1|6590||||||alcolici non a base di vino|||01/01/2007 00:00|
A.0110_V0|A.0110_V0|A.0110_V0|APPARECCHI|C|0|1|6520||||||APPARECCHI|||01/01/2007 00:00|
A.0110.01_V0|A.0110.01_V0|A.0110.01_V0|ad aria compressa (freni, scambi, segnalazioni, ecc.)|C|0|1|6590||||||ad aria compressa (freni, scambi, segnalazioni, ecc.)|||01/01/2007 00:00|
A.0110.02_V0|A.0110.02_V0|A.0110.02_V0|ad orologeria|C|0|1|6562||||||ad orologeria|||01/01/2007 00:00|
A.0110.03_V0|A.0110.03_V0|A.0110.03_V0|di misura e controllo:|C|0|1|6520||||||di misura e controllo:|||01/01/2007 00:00|
A.0110.04.01_V0|A.0110.04.01_V0|A.0110.04.01_V0| - elettrici ed elettronici|C|0|1|6550|||||| - elettrici ed elettronici|||01/01/2007 00:00|
A.0110.05.02_V0|A.0110.05.02_V0|A.0110.05.02_V0| - meccanici|C|0|1|6530|||||| - meccanici|||01/01/2007 00:00|
A.0110.06.03_V0|A.0110.06.03_V0|A.0110.06.03_V0| - ottici|C|0|1|6561|||||| - ottici|||01/01/2007 00:00|
A.0110.07_V0|A.0110.07_V0|A.0110.07_V0|di protesi|C|0|1|6530||||||di protesi|||01/01/2007 00:00|
A.0110.08_V0|A.0110.08_V0|A.0110.08_V0|elettrici ed elettromagnetici (esclusi quelli termici, per illuminazione e di misura)|C|0|1|6590||||||elettrici ed elettromagnetici (esclusi quelli termici, per illuminazione e di misura)|||01/01/2007 00:00|
A.0110.09_V0|A.0110.09_V0|A.0110.09_V0|medico-chirurgici|C|0|1|6565||||||medico-chirurgici|||01/01/2007 00:00|
A.0110.10_V0|A.0110.10_V0|A.0110.10_V0|pneumatici, oleodinamici e fluidodinamici|C|0|1|6581||||||pneumatici, oleodinamici e fluidodinamici|||01/01/2007 00:00|
A.0110.11_V0|A.0110.11_V0|A.0110.11_V0|per illuminazione|C|0|1|6510||||||per illuminazione|||01/01/2007 00:00|
A.0110.12_V0|A.0110.12_V0|A.0110.12_V0|industriali di condizionamento e refrigerazione|C|0|1|6581 6582||||||industriali di condizionamento e refrigerazione|||01/01/2007 00:00|
A.0110.13_V0|A.0110.13_V0|A.0110.13_V0|per riproduzione di disegni e scritti|C|0|1|6510||||||per riproduzione di disegni e scritti|||01/01/2007 00:00|
A.0110.14_V0|A.0110.14_V0|A.0110.14_V0|per riscaldamento|C|0|1|6582||||||per riscaldamento|||01/01/2007 00:00|
A.0110.15_V0|A.0110.15_V0|A.0110.15_V0|per uso domestico:|C|0|1|5224||||||per uso domestico:|||01/01/2007 00:00|
A.0110.16.01_V0|A.0110.16.01_V0|A.0110.16.01_V0| - elettrici e termici|C|0|1|6222|||||| - elettrici e termici|||01/01/2007 00:00|
A.0110.17.02_V0|A.0110.17.02_V0|A.0110.17.02_V0| - in legno|C|0|1|6321|||||| - in legno|||01/01/2007 00:00|
A.0110.18.03_V0|A.0110.18.03_V0|A.0110.18.03_V0| - metallici|C|0|1|6561|||||| - metallici|||01/01/2007 00:00|
A.0110.19_V0|A.0110.19_V0|A.0110.19_V0|per ventilazione industriale|C|0|1|6563||||||per ventilazione industriale|||01/01/2007 00:00|
